y0,x0,A,σX,θ,σY
116.79506617106532,4.233140628710183,0.4444297355664976,2.3179411729829345,-98.83749642084626,1.8487784368057179
161.1418519967329,4.193804886999716,0.43492894103555774,2.4870164168233777,-99.20282065778319,1.877659033460488
176.1343106293866,4.2555073558530925,0.4170123018058027,2.311373230713277,-118.93070845630618,2.0898375505570854
191.19395194595097,4.109006887770565,0.4323879547841273,2.2360078078382246,-73.27769315354777,1.9934270749264078
206.0314133906511,4.006782213689158,0.40123732242392723,2.376864263705851,-108.11045403734185,2.0436364601402306
220.73995787059187,4.022789568961351,0.4531576945741579,2.2599948917389394,-118.61045772645728,2.009628556771732
235.39543602148584,3.9173859589455837,0.4684658885081143,2.181545825424875,-102.60003218510255,1.928443214354624
250.33319019632142,3.9442055889075505,0.43728261602047536,2.276840719280949,-83.12345905731581,2.022863838590038
265.35668532443634,3.9740654262730537,0.4467960408537463,2.3784122194781445,-110.59983937424118,2.042547089013243
280.1649336934994,3.9863057252659333,0.4634622843725999,2.3115225174445118,-127.69826468092157,2.0268053259354453
295.01036136148167,4.0301409389397636,0.4579337896137508,2.2913713579588566,-97.98532774906266,2.0108142128455793
309.9366772142168,3.8755822861382208,0.4467332106323837,2.2754630154151694,-101.68054908907702,2.06197687336347
324.5643939161776,3.9826296065369906,0.474260853727444,2.3193311163470267,-107.7544357329636,1.9628664771130813
339.5626316949256,4.060112270101868,0.4685115107348984,2.149520134385215,-114.8936444910044,1.9307290994986581
353.97029489364104,3.8671437857945454,0.4503252664573816,2.166074265231889,-102.8560820139164,1.8904139376602194
368.71561161962217,3.9096729507296586,0.4306552766045737,2.326402110563996,-96.66656759777507,1.9566158895644732
383.53520466859766,3.6221497044509707,0.46549165879277093,2.1855809141435634,-108.42097244083934,1.930534052157136
398.5595720741918,3.8140832600141437,0.44761737542388375,2.268001175488749,-70.20584459633577,1.9251975499572913
412.9967197687444,3.841189433011576,0.4913770420481064,2.2737448255024635,-95.44827445496182,1.8478529220397713
427.6195222509201,4.088486419292041,0.5085644593227158,2.2895971872357896,-98.6078430277039,1.877165851709154
442.5998802900815,4.043055824721283,0.5037118306125596,2.097604986405927,-79.01013436628617,1.9737047930708231
