y(px)	x(px)	width(px)	intensity(arb.unit)
229.5	614.5	5.656854	0.3763072
244.5	614.5	5.656854	0.37317628
259.42426	614.57574	5.7445626	0.3740074
274.0606	614.57574	5.7445626	0.3719001
288.65625	614.46875	5.656854	0.37122065
303.74194	614.4194	5.5677643	0.3745456
318.5	614.5	5.656854	0.37540418
333.41934	614.4516	5.5677643	0.38109264
348.0	614.34375	5.656854	0.3704993
570.3333	613.25	3.4641016	0.32999036
599.2	613.0	3.1622777	0.32401595
7.5	615.2143	5.2915025	0.35551217
1021.19354	626.2258	5.5677643	0.31819507
1064.3226	626.0968	5.5677643	0.32157663
1078.6774	625.9032	5.5677643	0.31747395
1092.6562	626.0	5.656854	0.3208519
1107.3667	625.63336	5.477226	0.32073247
1121.3667	625.63336	5.477226	0.32394466
1135.6562	625.625	5.656854	0.33034194
1150.3667	625.63336	5.477226	0.3230949
1164.5	625.5	5.656854	0.3285961
1178.8	625.3333	5.477226	0.3307817
1193.5	625.5	5.656854	0.32967967
1207.5	625.5	5.656854	0.33279046
1222.258	625.4194	5.5677643	0.3389534
1236.5	625.5	5.656854	0.33839265
1250.5862	625.2759	5.3851647	0.34655356
788.96	626.6	5.0	0.32301065
818.0	626.2917	4.8989797	0.3248472
832.913	626.56525	4.7958317	0.3196012
847.04	626.4	5.0	0.3236687
876.0909	626.0909	4.690416	0.33236313
949.2917	626.5833	4.8989797	0.33011153
964.0741	626.5926	5.196152	0.33191276
978.0909	626.0909	4.690416	0.30223337
992.5	626.5	5.656854	0.30744287
1006.89655	626.31036	5.3851647	0.3135194
1035.5	626.5	5.656854	0.31687802
1049.7097	626.29034	5.5677643	0.32038894
466.69696	628.0909	5.7445626	0.3956466
496.47058	628.14703	5.8309517	0.4001489
511.47058	628.14703	5.8309517	0.4012548
526.34375	628.0	5.656854	0.40091282
541.1818	628.1818	5.7445626	0.40500218
759.6667	627.1429	4.582576	0.325156
774.3913	626.95654	4.7958317	0.3186869
803.3913	626.95654	4.7958317	0.32272473
861.8947	626.5789	4.358899	0.32258695
891.1177	626.58826	4.1231055	0.32668793
905.5	626.5	4.0	0.32565546
920.2222	626.5	4.2426405	0.3265061
934.9091	626.9091	4.690416	0.32890338
200.19354	629.2258	5.5677643	0.3770917
215.0	629.24243	5.7445626	0.37298736
244.58824	629.32355	5.8309517	0.37678328
259.5	629.2941	5.8309517	0.37312555
274.30304	629.0909	5.7445626	0.37386814
289.08823	628.9706	5.8309517	0.37444377
304.18182	628.9697	5.7445626	0.37687105
318.69696	628.9091	5.7445626	0.37891412
333.5	628.7059	5.8309517	0.38155243
348.28125	628.8125	5.656854	0.3743801
363.0	628.65625	5.656854	0.37944502
377.74194	628.5806	5.5677643	0.3790167
392.5	628.5	5.656854	0.38750163
407.5	628.5	5.656854	0.38017634
422.5	628.5	5.656854	0.3878382
437.41934	628.5484	5.5677643	0.39029008
451.66666	628.5	5.477226	0.3872046
481.7097	628.29034	5.5677643	0.3987449
555.9091	628.0909	4.690416	0.34698814
570.5	627.7143	3.7416575	0.32861665
584.625	627.75	4.0	0.33153644
614.13336	627.5333	3.8729835	0.32896847
628.5	627.7143	3.7416575	0.32372373
643.1539	627.46155	3.6055512	0.32375973
658.1539	627.53845	3.6055512	0.3276828
672.4	627.6	3.8729835	0.32824272
687.0	627.5	4.0	0.32760805
701.5	627.2857	3.7416575	0.31750554
716.2857	627.5	3.7416575	0.32393214
730.6	627.4	3.8729835	0.325593
745.1818	627.1818	3.3166249	0.3188721
7.5	629.7857	5.2915025	0.34982827
22.060606	629.57574	5.7445626	0.3768111
36.580647	629.5484	5.5677643	0.36788929
51.5	629.5	5.656854	0.36442608
66.5	629.5	5.656854	0.3610765
81.42424	629.57574	5.7445626	0.36845988
96.5	629.5	5.656854	0.36384425
111.06061	629.57574	5.7445626	0.37347782
125.85294	629.4706	5.8309517	0.37950656
140.5	629.5	5.656854	0.37392086
155.5	629.5	5.656854	0.37882257
170.5	629.5	5.656854	0.38086358
185.5	629.5	5.656854	0.36871263
229.57576	629.42426	5.7445626	0.38305303
1107.5758	639.9394	5.7445626	0.3205857
1121.6562	640.0	5.656854	0.324024
1136.303	639.9091	5.7445626	0.33003384
1150.6774	639.9032	5.5677643	0.32242358
1164.8064	639.7742	5.5677643	0.32927164
1179.4193	639.5484	5.5677643	0.33094162
1193.5	639.5	5.656854	0.33081275
1208.069	639.5862	5.3851647	0.33380875
1222.5	639.5	5.656854	0.3375084
1236.742	639.5806	5.5677643	0.33878428
1251.0741	639.5926	5.196152	0.34525326
949.5	640.7857	5.2915025	0.3303174
964.1786	640.6071	5.2915025	0.3326034
978.2105	640.3684	4.358899	0.2991337
992.5806	640.4516	5.5677643	0.30657345
1007.25806	640.4194	5.5677643	0.31423074
1021.42426	640.42426	5.7445626	0.31789953
1035.5	640.5	5.656854	0.3164454
1050.258	640.4194	5.5677643	0.31856158
1064.5	640.5	5.656854	0.3195364
1078.7097	640.29034	5.5677643	0.31696087
1093.2903	640.29034	5.5677643	0.31981218
759.8261	641.56525	4.7958317	0.32099068
774.5455	641.13635	4.690416	0.313103
788.8261	641.0	4.7958317	0.31895983
803.4286	641.1429	4.582576	0.317588
817.9091	640.9091	4.690416	0.31991524
832.9091	640.9091	4.690416	0.3145242
847.0833	640.9167	4.8989797	0.3198592
861.9091	640.9091	4.690416	0.3200103
876.25	640.75	4.472136	0.32718095
891.2941	640.7059	4.1231055	0.3220527
905.6667	640.6667	4.2426405	0.32386726
920.25	640.75	4.472136	0.3247154
935.1739	641.0	4.7958317	0.32796952
318.90625	643.21875	5.656854	0.37573475
333.66666	643.2727	5.7445626	0.37729293
363.30304	643.0909	5.7445626	0.37527943
378.30304	642.9091	5.7445626	0.3780666
392.69696	642.9091	5.7445626	0.3889013
407.69696	642.9091	5.7445626	0.38050574
422.57144	642.7714	5.91608	0.38742688
437.5	642.7059	5.8309517	0.3880098
452.09677	642.6774	5.5677643	0.38593328
466.74194	642.5806	5.5677643	0.3950144
481.9394	642.57574	5.7445626	0.39679167
496.5	642.5	5.656854	0.39579552
511.5	642.5	5.656854	0.3981344
526.5	642.5	5.656854	0.39794198
541.5	642.5	5.656854	0.40014243
556.0	642.5	5.0990195	0.3495845
570.58826	642.1177	4.1231055	0.32982224
585.0	642.0	4.582576	0.33196273
614.3684	642.2105	4.358899	0.3301507
628.7647	642.2353	4.1231055	0.3238195
643.1579	641.8421	4.358899	0.32369685
658.1	641.95	4.472136	0.32869
672.58826	642.1177	4.1231055	0.32808283
687.0	642.0	4.582576	0.3269956
701.9	642.05	4.472136	0.31620923
716.25	641.75	4.472136	0.32436708
730.8095	641.9524	4.582576	0.32302004
745.4	641.6	3.8729835	0.31599838
22.30303	644.0909	5.7445626	0.36994484
37.088234	644.2059	5.8309517	0.36130756
66.588234	644.32355	5.8309517	0.3551067
81.52941	644.14703	5.8309517	0.36080474
96.42424	643.9394	5.7445626	0.3576221
111.30303	644.0909	5.7445626	0.3665066
126.20588	644.08826	5.8309517	0.37206513
140.71875	643.8125	5.656854	0.37002915
155.69698	643.9091	5.7445626	0.37396866
170.625	643.84375	5.656854	0.3751296
185.625	643.84375	5.656854	0.36271587
200.5	643.5	5.656854	0.3697077
215.42424	643.57574	5.7445626	0.3659767
229.90909	643.69696	5.7445626	0.3748357
245.0	643.65625	5.656854	0.370299
259.58066	643.5484	5.5677643	0.36596906
274.5	643.5	5.656854	0.3661517
289.41934	643.4516	5.5677643	0.36853737
304.41934	643.4516	5.5677643	0.37136802
348.5	643.5	5.656854	0.36729544
599.5	642.2857	3.7416575	0.3219396
7.724138	644.4138	5.3851647	0.34637916
52.0	644.34375	5.656854	0.3586505
1179.375	653.84375	5.656854	0.333999
1193.7354	654.0	5.8309517	0.33542234
1208.303	653.9091	5.7445626	0.33686265
1222.5807	654.0645	5.5677643	0.33828872
1237.0	653.7931	5.3851647	0.33726326
1251.1786	653.6071	5.2915025	0.34380248
992.80646	654.7742	5.5677643	0.30792072
1007.36664	654.63336	5.477226	0.31456536
1021.5	654.5	5.656854	0.31493163
1035.7188	654.8125	5.656854	0.31649193
1050.3667	654.63336	5.477226	0.31862178
1064.5	654.5	5.656854	0.31680092
1079.3334	654.5	5.477226	0.31689447
1093.5	654.5	5.656854	0.31944537
1107.7097	654.29034	5.5677643	0.32347584
1122.0968	654.3226	5.5677643	0.32729694
1136.5	654.5	5.656854	0.33218464
1150.7097	654.29034	5.5677643	0.3259894
1165.1034	654.31036	5.3851647	0.3305572
774.75	655.75	4.8989797	0.313549
789.0	655.5	5.0990195	0.3180805
803.6539	655.6539	5.0990195	0.31804162
818.3077	654.96155	5.0990195	0.32155213
832.96155	655.3077	5.0990195	0.31562734
847.5185	655.1111	5.196152	0.31964922
862.0909	655.0909	4.690416	0.32050738
876.5	655.0	5.0990195	0.32946905
891.0909	655.0909	4.690416	0.32236698
906.0	655.0	4.582576	0.32261992
920.6667	655.1429	4.582576	0.32306218
935.4074	655.2593	5.196152	0.32655516
949.6786	655.3214	5.2915025	0.33057523
964.36664	655.36664	5.477226	0.3306632
978.7273	654.9545	4.690416	0.29519188
467.19354	657.2258	5.5677643	0.3957757
482.09375	657.21875	5.656854	0.3975774
496.69696	657.0909	5.7445626	0.39670277
511.69696	657.0909	5.7445626	0.39478996
526.69696	657.0909	5.7445626	0.3928051
541.57574	656.9394	5.7445626	0.39861783
643.7895	656.3684	4.358899	0.32239908
687.1905	656.1429	4.582576	0.325014
702.0909	656.0909	4.690416	0.31607935
716.4	656.04	5.0	0.32266214
731.0909	656.0909	4.690416	0.32130194
745.58826	656.1177	4.1231055	0.31219152
759.9167	656.0833	4.8989797	0.32103
200.57143	658.2286	5.91608	0.37002626
215.45454	658.2121	5.7445626	0.3654156
230.28125	658.1875	5.656854	0.37231025
245.28125	658.1875	5.656854	0.37104532
260.02942	658.14703	5.8309517	0.36777145
274.69696	658.0909	5.7445626	0.37018555
289.625	657.84375	5.656854	0.3710242
304.5	657.7059	5.8309517	0.37252524
319.28125	657.8125	5.656854	0.37748072
333.90625	657.78125	5.656854	0.378985
348.7097	657.70966	5.5677643	0.37297955
363.5	657.5	5.656854	0.3763925
378.5	657.5	5.656854	0.38124725
393.0606	657.42426	5.7445626	0.3921404
407.84375	657.59375	5.656854	0.38361257
422.58066	657.4516	5.5677643	0.39319664
437.5	657.5	5.656854	0.38954258
452.42426	657.42426	5.7445626	0.38866198
556.0833	657.0833	4.8989797	0.3458604
570.8947	656.5789	4.358899	0.3292535
585.0909	656.9091	4.690416	0.3316921
600.0	656.5	4.0	0.32286578
614.8095	656.9524	4.582576	0.3281476
629.05	656.9	4.472136	0.32341018
658.5	656.7778	4.2426405	0.32384852
672.8947	656.5789	4.358899	0.32457867
7.8965516	658.68964	5.3851647	0.34390306
22.5	658.5	5.656854	0.36077073
37.424244	658.57574	5.7445626	0.35470596
52.29032	658.70966	5.5677643	0.3541884
67.09677	658.6774	5.5677643	0.35153422
81.58064	658.5484	5.5677643	0.3585221
96.5	658.5	5.656854	0.35131595
111.5	658.5	5.656854	0.3598506
126.5	658.5	5.656854	0.36520773
141.29033	658.29034	5.5677643	0.36692867
156.09091	658.30304	5.7445626	0.37127346
171.0	658.34375	5.656854	0.37358
185.74193	658.4194	5.5677643	0.36317462
1065.1936	669.0	5.5677643	0.31559584
1079.4193	668.9355	5.5677643	0.3165775
1093.7188	668.8125	5.656854	0.32031426
1108.1034	668.68964	5.3851647	0.32383305
1122.2903	668.70966	5.5677643	0.3282247
1136.5758	668.57574	5.7445626	0.330988
1151.3667	668.63336	5.477226	0.32483748
1165.5	668.5	5.656854	0.3262379
1179.5	668.5	5.656854	0.33411154
1194.258	668.4194	5.5677643	0.3349409
1208.5	668.5	5.656854	0.3358565
1222.6333	668.36664	5.477226	0.33791816
1237.2903	668.29034	5.5677643	0.33396372
1251.4138	668.13794	5.3851647	0.33972102
818.5	669.5	5.2915025	0.3201094
847.6539	669.6539	5.0990195	0.32011166
862.26086	669.56525	4.7958317	0.3196602
877.0	669.5	5.0990195	0.33175823
891.63635	669.36365	4.690416	0.32278633
906.0909	669.0909	4.690416	0.31982172
921.1	669.3	4.472136	0.31817088
935.96	669.6	5.0	0.32297608
950.1786	669.6071	5.2915025	0.32800406
964.9259	669.5926	5.196152	0.32325825
979.0909	669.0909	4.690416	0.29065776
993.42426	669.42426	5.7445626	0.30612808
1007.63336	669.36664	5.477226	0.313619
1021.9091	669.30304	5.7445626	0.31552812
1036.5	669.5	5.656854	0.31148157
1050.6333	669.36664	5.477226	0.31688198
687.48	670.8	5.0	0.32677016
702.0	670.7083	4.8989797	0.31811976
716.96	670.6	5.0	0.32404017
731.0	670.5	4.8989797	0.31639344
760.125	670.3333	4.8989797	0.3161501
774.9167	670.0833	4.8989797	0.31126952
789.0833	669.9167	4.8989797	0.3167518
803.9091	669.9091	4.690416	0.31639656
833.0455	669.7273	4.690416	0.31233793
319.5	672.2941	5.8309517	0.37774202
334.28125	672.1875	5.656854	0.3796225
349.0	672.24243	5.7445626	0.3803138
363.7353	672.0	5.8309517	0.38725188
378.5	671.7059	5.8309517	0.39052922
393.30304	671.9091	5.7445626	0.40180504
408.30304	671.9091	5.7445626	0.39229932
422.90625	671.78125	5.656854	0.40280485
437.7097	671.70966	5.5677643	0.39570576
452.5	671.5	5.656854	0.39734137
467.5	671.5	5.656854	0.39570147
482.5	671.5	5.656854	0.39668298
497.34375	671.46875	5.656854	0.39774212
512.0606	671.42426	5.7445626	0.39317903
527.0	671.34375	5.656854	0.38779953
541.9091	671.30304	5.7445626	0.39267257
556.087	671.2174	4.7958317	0.34256434
570.8261	671.0	4.7958317	0.33969754
585.4	671.04	5.0	0.33755517
600.0	671.1739	4.7958317	0.3349285
614.9167	671.0833	4.8989797	0.33285454
629.0909	671.0909	4.690416	0.32443044
643.8261	671.0	4.7958317	0.32768518
658.9091	670.9091	4.690416	0.3239382
672.9091	670.9091	4.690416	0.32385087
745.8823	670.41174	4.1231055	0.30863944
82.28125	673.1875	5.656854	0.35408494
97.02941	673.14703	5.8309517	0.3474636
111.69697	673.0909	5.7445626	0.35341847
126.69697	673.0909	5.7445626	0.3575813
141.42424	672.9394	5.7445626	0.35873187
156.42424	672.9394	5.7445626	0.36536875
171.34375	673.0	5.656854	0.36907053
186.30302	672.9091	5.7445626	0.3607595
200.71875	672.8125	5.656854	0.3656501
215.58064	672.5484	5.5677643	0.35780272
230.5	672.5	5.656854	0.36266354
245.34375	672.625	5.656854	0.36461833
260.34375	672.625	5.656854	0.36176828
274.8	672.6667	5.477226	0.36800325
289.58066	672.5484	5.5677643	0.37182882
304.5	672.5	5.656854	0.36952278
8.275862	673.5862	5.3851647	0.33492795
22.8125	673.28125	5.656854	0.3533548
37.575756	673.42426	5.7445626	0.34368458
52.5	673.5	5.656854	0.34452513
67.5	673.5	5.656854	0.34243292
1108.2812	683.1875	5.656854	0.32235512
1136.7812	683.0625	5.656854	0.32979837
1151.3438	683.0	5.656854	0.32423687
1165.5	683.0	5.656854	0.32816336
1179.742	682.5806	5.5677643	0.33519033
1194.4193	682.5484	5.5677643	0.336881
1208.5	682.5	5.656854	0.33509824
1222.931	682.5862	5.3851647	0.33748603
1237.5	682.5	5.656854	0.3309846
1251.5807	682.4516	5.5677643	0.33771908
979.26086	683.8261	4.7958317	0.29003513
993.53125	683.65625	5.656854	0.30812034
1007.9032	683.6774	5.5677643	0.31585804
1022.36664	683.63336	5.477226	0.31608817
1036.5	683.5	5.656854	0.3132449
1050.742	683.5806	5.5677643	0.3150764
1065.5	683.5	5.656854	0.31271204
1079.5	683.5	5.656854	0.31410748
1093.8966	683.31036	5.3851647	0.31718117
1122.6333	683.36664	5.477226	0.326917
775.13635	684.5455	4.690416	0.3115005
789.5	684.2222	4.2426405	0.31235987
804.3684	684.2105	4.358899	0.31645113
819.0	684.0	4.582576	0.31598493
833.58826	684.1177	4.1231055	0.30914602
848.0909	684.0909	4.690416	0.31613487
862.9	684.05	4.472136	0.31565824
877.25	683.75	4.472136	0.3268139
892.05554	683.8889	4.2426405	0.3234811
906.4	683.6	3.8729835	0.31920525
921.41174	683.8823	4.1231055	0.3224447
936.0	684.0	4.582576	0.3276704
950.5	684.0	5.0990195	0.33161202
965.0	684.0	5.0	0.32651567
452.625	686.15625	5.656854	0.40328676
467.69696	686.0909	5.7445626	0.39988303
482.625	686.15625	5.656854	0.39916027
497.42426	686.0606	5.7445626	0.3982503
512.30304	685.9091	5.7445626	0.3940016
527.30304	685.9091	5.7445626	0.3920518
542.36664	685.63336	5.477226	0.40139294
571.0476	685.1905	4.582576	0.3371127
585.75	685.25	4.472136	0.3337713
600.4706	685.35297	4.1231055	0.3309839
615.0	685.5	4.690416	0.33286852
629.4706	685.35297	4.1231055	0.32265073
644.0	685.1739	4.7958317	0.32901922
659.0	685.1739	4.7958317	0.32697198
673.0909	685.0909	4.690416	0.32838184
687.8261	685.0	4.7958317	0.33017376
702.1739	685.0	4.7958317	0.31919596
717.0	685.0	5.0	0.3284516
731.7273	685.0455	4.690416	0.3182067
746.1579	684.8421	4.358899	0.3126934
760.8095	684.9524	4.582576	0.3170645
215.66667	687.2727	5.7445626	0.35666314
230.57143	687.2286	5.91608	0.36655974
245.5	687.2941	5.8309517	0.3678426
260.375	687.15625	5.656854	0.363449
275.30304	687.0909	5.7445626	0.37132767
289.79413	686.91174	5.8309517	0.37574416
304.71875	686.8125	5.656854	0.37431124
319.5	686.5	5.656854	0.38082504
334.5	686.5	5.656854	0.38066953
349.34375	686.625	5.656854	0.3833051
364.0606	686.57574	5.7445626	0.3871849
378.5	686.5	5.656854	0.3901132
393.5	686.5	5.656854	0.40084857
408.5	686.5	5.656854	0.39535034
423.34375	686.375	5.656854	0.40975505
438.25806	686.4194	5.5677643	0.40084186
556.5	685.7778	4.2426405	0.34641954
23.171429	688.0	5.91608	0.34849936
37.885715	687.88574	5.91608	0.3392324
52.696968	687.9091	5.7445626	0.34486496
67.69697	687.9091	5.7445626	0.34073403
82.411766	687.67645	5.8309517	0.35047406
97.42424	687.57574	5.7445626	0.34510514
112.06061	687.57574	5.7445626	0.35251307
126.90909	687.69696	5.7445626	0.35683766
141.57576	687.42426	5.7445626	0.3563427
156.5	687.5	5.656854	0.3622938
171.5	687.5	5.656854	0.36548644
186.5	687.5	5.656854	0.35737777
201.0	687.34375	5.656854	0.36374083
8.5	688.5	5.656854	0.3267935
1237.7812	697.0625	5.656854	0.33389002
1251.9642	696.8929	5.2915025	0.33847094
1008.19354	698.2258	5.5677643	0.31401744
1051.0938	698.21875	5.656854	0.31403002
1065.5807	697.74194	5.5677643	0.31326744
1079.6666	697.8	5.477226	0.31325364
1094.3667	697.63336	5.477226	0.3161995
1108.5	697.5	5.656854	0.3212166
1122.742	697.5806	5.5677643	0.3284837
1137.2903	697.5484	5.5677643	0.32911915
1151.5	697.5	5.656854	0.32446605
1165.5807	697.4516	5.5677643	0.3299716
1180.258	697.4194	5.5677643	0.33722505
1194.5	697.5	5.656854	0.33877578
1208.8	697.3333	5.477226	0.3408523
1223.4242	697.42426	5.7445626	0.33857226
921.5625	698.25	4.0	0.32839495
936.0909	698.0909	4.690416	0.32977813
950.4	698.04	5.0	0.32741
964.96	698.4	5.0	0.3218118
979.5	698.0	4.8989797	0.28680447
993.63336	698.36664	5.477226	0.30686423
1022.375	698.34375	5.656854	0.31558877
1036.7097	698.29034	5.5677643	0.31406322
702.4737	699.6316	4.358899	0.31620994
717.0909	699.0909	4.690416	0.31978413
731.75	699.25	4.472136	0.31595334
746.4706	699.35297	4.1231055	0.3160246
760.8421	699.1579	4.358899	0.31563172
775.5	699.0	4.2426405	0.31117338
789.5333	698.86664	3.8729835	0.31672645
804.2778	698.8333	4.2426405	0.32254288
819.1177	698.58826	4.1231055	0.31784225
833.5	698.5	3.7416575	0.31058842
848.0	698.5	4.2426405	0.3155625
862.8823	698.41174	4.1231055	0.31932247
877.2222	698.5	4.2426405	0.32790434
891.8823	698.41174	4.1231055	0.3256359
906.6	698.4	3.8729835	0.3240334
319.71875	701.1875	5.656854	0.38687852
334.51514	701.3939	5.7445626	0.3833242
349.30304	701.0909	5.7445626	0.38732332
364.30304	701.0909	5.7445626	0.39405715
378.69696	700.9091	5.7445626	0.39653662
393.57574	700.9394	5.7445626	0.40736374
408.5	701.0	5.8309517	0.4014579
423.30304	700.9091	5.7445626	0.4159035
438.28125	700.8125	5.656854	0.4034227
453.0	700.65625	5.656854	0.40549374
467.90323	700.6774	5.5677643	0.40149066
482.65625	700.625	5.656854	0.40207067
497.5	700.5	5.656854	0.3973996
512.5	700.5	5.656854	0.3917742
527.5	700.5	5.656854	0.39077336
542.5	700.5	5.656854	0.4032843
556.5	700.2222	4.2426405	0.34773356
571.41174	699.8823	4.1231055	0.33576205
586.0	700.0	4.582576	0.33544073
600.4211	700.1053	4.358899	0.3336178
615.0	700.0	4.582576	0.3331127
629.6667	700.0	4.2426405	0.3269811
644.0909	699.9091	4.690416	0.32809654
658.8889	699.7222	4.2426405	0.32285112
673.25	699.75	4.472136	0.32370853
687.9	699.7	4.472136	0.32446757
97.454544	702.2121	5.7445626	0.34464255
112.30303	702.0909	5.7445626	0.35220927
127.30303	702.0909	5.7445626	0.35590583
141.79411	701.91174	5.8309517	0.3607164
156.81818	701.8182	5.7445626	0.3665345
171.70967	701.70966	5.5677643	0.3691013
186.63333	701.63336	5.477226	0.35805798
201.34375	701.625	5.656854	0.36222726
215.8125	701.71875	5.656854	0.35944423
230.70967	701.70966	5.5677643	0.36484224
245.5	701.5	5.656854	0.37153122
260.5	701.5	5.656854	0.36689344
275.5	701.5	5.656854	0.37179106
290.14706	701.3823	5.8309517	0.37965447
304.90323	701.3226	5.5677643	0.3754424
8.366667	702.63336	5.477226	0.33576247
23.5	702.5	5.656854	0.3464064
38.5	702.5	5.656854	0.33860815
53.0	702.5	5.8309517	0.34670177
68.0	702.34375	5.656854	0.34342697
82.5	702.5	5.656854	0.35233852
1108.697	712.0909	5.7445626	0.3214547
1123.1936	712.2258	5.5677643	0.32575148
1137.4242	712.0606	5.7445626	0.3272729
1151.7812	712.0625	5.656854	0.3252218
1166.129	711.9032	5.5677643	0.3288007
1180.5	711.5	5.656854	0.33413124
1194.742	711.5806	5.5677643	0.34142143
1209.3667	711.63336	5.477226	0.34076688
1223.5758	711.57574	5.7445626	0.3398615
1238.3438	711.46875	5.656854	0.33471072
1252.2142	711.5	5.2915025	0.3388891
994.0	712.65625	5.656854	0.30656734
1008.4194	712.5484	5.5677643	0.31261453
1022.5	712.5	5.656854	0.31333166
1037.0	712.65625	5.656854	0.31435826
1051.5	712.5	5.656854	0.3108402
1065.6333	712.36664	5.477226	0.3123267
1079.7241	712.4138	5.3851647	0.31411046
1094.5	712.5	5.656854	0.31518492
819.58826	713.1177	4.1231055	0.31828472
848.3333	713.3333	4.2426405	0.31555566
862.95	713.1	4.472136	0.31752676
877.58826	713.1177	4.1231055	0.32377395
907.375	712.75	4.0	0.32184345
921.9	713.05	4.472136	0.32702538
936.2727	712.9545	4.690416	0.32595733
950.9167	713.0833	4.8989797	0.32527053
965.2917	713.0	4.8989797	0.31737465
979.9091	712.9091	4.690416	0.28552988
468.33334	715.2727	5.7445626	0.4079567
483.0	715.24243	5.7445626	0.40769202
497.82858	715.0	5.91608	0.40544268
512.7353	715.0	5.8309517	0.39941028
527.69696	714.9091	5.7445626	0.39986527
542.70966	714.70966	5.5677643	0.40484872
629.8889	714.2778	4.2426405	0.33009696
644.4211	714.1053	4.358899	0.3303368
659.1905	714.1429	4.582576	0.32902145
673.75	714.25	4.472136	0.3306829
688.1	713.95	4.472136	0.32749963
702.9091	713.9091	4.690416	0.31854507
717.1739	714.0	4.7958317	0.31991267
731.9091	713.9091	4.690416	0.31510055
746.5	713.5	4.0	0.3145583
761.1579	713.8421	4.358899	0.31566983
775.64703	713.5294	4.1231055	0.31344107
789.8823	713.41174	4.1231055	0.31705475
804.75	713.4375	4.0	0.3203103
834.0	713.5	4.0	0.31130737
892.5	713.2857	3.7416575	0.3225146
231.0	716.24243	5.7445626	0.36432913
245.80646	716.2258	5.5677643	0.36833677
260.71875	716.1875	5.656854	0.36396456
275.69696	716.0909	5.7445626	0.3718738
290.30304	715.9091	5.7445626	0.3761038
305.30304	715.9091	5.7445626	0.3732673
320.0	715.65625	5.656854	0.38578418
334.71875	715.8125	5.656854	0.38214168
349.5	715.5	5.656854	0.38562214
364.5	715.5	5.656854	0.39059445
379.41934	715.5484	5.5677643	0.39907268
393.65625	715.53125	5.656854	0.40568835
408.66666	715.5	5.477226	0.40228924
423.5	715.5	5.656854	0.4118149
438.5	715.5	5.656854	0.4028958
453.34375	715.375	5.656854	0.40779072
557.0526	714.8421	4.358899	0.3477538
571.6	714.4	3.8729835	0.33637804
586.2857	714.5	3.7416575	0.33184773
601.0	714.5	4.0	0.33347732
615.5	714.5	4.0	0.3351162
23.424242	716.9394	5.7445626	0.34676123
38.34375	717.0	5.656854	0.34140792
53.34375	717.0	5.656854	0.3468963
68.28125	716.8125	5.656854	0.3433098
82.70968	716.70966	5.5677643	0.35427296
97.5	716.5	5.656854	0.34462145
112.5	716.5	5.656854	0.35092494
127.5	716.5	5.656854	0.35126376
142.41936	716.4516	5.5677643	0.35570025
157.15625	716.375	5.656854	0.36306867
171.75757	716.36365	5.7445626	0.36642945
186.74193	716.4194	5.5677643	0.3585603
201.5	716.5	5.656854	0.36153612
216.41936	716.4516	5.5677643	0.35642838
8.724138	717.4138	5.3851647	0.32776433
1180.697	726.0909	5.7445626	0.33590248
1195.1562	726.125	5.656854	0.34219366
1209.4242	726.0606	5.7445626	0.34069604
1223.697	726.0909	5.7445626	0.34229398
1238.3871	725.74194	5.5677643	0.3386026
1252.2759	725.5862	5.3851647	0.34240755
994.3226	727.0968	5.5677643	0.3049011
1008.65625	727.0	5.656854	0.31124762
1022.80646	726.7742	5.5677643	0.31277674
1037.2812	726.8125	5.656854	0.3109975
1051.4517	726.5806	5.5677643	0.3085934
1066.1666	726.56665	5.477226	0.31031516
1080.3667	726.63336	5.477226	0.31461364
1094.5807	726.4516	5.5677643	0.31433046
1108.8214	726.3929	5.2915025	0.32184824
1123.5	726.5	5.656854	0.321041
1137.5	726.5	5.656854	0.3265457
1152.0	726.3214	5.2915025	0.32512516
1166.4242	726.42426	5.7445626	0.3291194
922.0476	727.1905	4.582576	0.3264279
936.5417	727.375	4.8989797	0.3258463
951.1111	727.5185	5.196152	0.32793853
965.5769	727.1539	5.0990195	0.31823102
980.04	727.4	5.0	0.28736705
702.8421	728.1579	4.358899	0.31979787
717.43475	728.087	4.7958317	0.3223464
732.1	727.95	4.472136	0.31694713
746.5	727.7143	3.7416575	0.3132102
761.41174	727.8823	4.1231055	0.31594944
775.9	728.05	4.472136	0.31556973
790.4	727.6	3.8729835	0.31437287
805.13336	727.4667	3.8729835	0.31504327
819.6	727.4	3.8729835	0.3153002
834.1539	727.53845	3.6055512	0.3093301
848.64703	727.5294	4.1231055	0.31269065
863.35297	727.4706	4.1231055	0.31190866
877.8823	727.41174	4.1231055	0.32016116
892.5	727.5	4.0	0.32194042
907.4	727.4	3.8729835	0.32075316
320.28125	730.1875	5.656854	0.38060313
335.28125	730.1875	5.656854	0.37801304
349.71875	730.1875	5.656854	0.38473907
364.71875	730.1875	5.656854	0.3884569
379.34375	730.0	5.656854	0.3973488
394.20587	729.91174	5.8309517	0.40279374
409.20587	730.08826	5.8309517	0.40213847
423.69696	729.9091	5.7445626	0.4097104
438.71875	729.8125	5.656854	0.40460566
453.5	729.5	5.656854	0.40365517
468.375	729.84375	5.656854	0.40762243
483.2903	729.70966	5.5677643	0.4028522
498.41934	729.5484	5.5677643	0.4000567
512.74194	729.5806	5.5677643	0.39456552
