y(px)	x(px)	width(px)	intensity(arb.unit)
268.5	251.5	5.656854	0.37525684
283.5	251.5	5.656854	0.38351393
298.5	251.5	5.656854	0.3820755
313.34375	251.375	5.656854	0.3884282
328.0606	251.42424	5.7445626	0.38377404
342.5	251.5	5.656854	0.37868184
357.5	251.5	5.656854	0.38141432
372.41934	251.45161	5.5677643	0.3806069
386.8	251.33333	5.477226	0.3897107
401.5	251.5	5.656854	0.39444184
416.5	251.5	5.656854	0.3923412
431.5	251.5	5.656854	0.39447322
446.25806	251.41936	5.5677643	0.39560986
461.0	251.34375	5.656854	0.40600666
475.65625	251.375	5.656854	0.40417546
490.5	251.5	5.656854	0.39616385
505.5	251.5	5.656854	0.40488976
520.0	251.34375	5.656854	0.41912806
534.70966	251.29033	5.5677643	0.40910336
549.5	251.5	5.656854	0.3654823
636.5	251.22223	4.2426405	0.33007276
651.0909	251.09091	4.690416	0.33292454
665.875	251.3125	4.0	0.32337326
680.75	251.25	4.472136	0.33021343
695.0	251.29167	4.8989797	0.32886437
709.3461	251.34616	5.0990195	0.33332676
724.0	251.17392	4.7958317	0.33160248
738.9167	251.5	4.8989797	0.34109554
753.0	251.29167	4.8989797	0.33509666
768.0	251.29167	4.8989797	0.33434325
782.0909	251.09091	4.690416	0.33945224
797.0909	251.09091	4.690416	0.33953744
826.0909	251.09091	4.690416	0.3325407
840.75	251.25	4.472136	0.33501342
855.25	251.25	4.472136	0.33577985
869.913	251.21739	4.7958317	0.3371246
884.25	251.25	4.472136	0.33038852
898.9091	251.09091	4.690416	0.33775687
913.6667	251.125	4.8989797	0.35057864
928.4074	251.25926	5.196152	0.35575742
943.0	251.5	5.0990195	0.35005414
957.7241	251.41379	5.3851647	0.34245598
972.0	251.17392	4.7958317	0.32517767
986.0741	251.40741	5.196152	0.2992366
1000.5	251.5	5.656854	0.31723306
1015.0968	251.32259	5.5677643	0.32109243
1029.2903	251.29033	5.5677643	0.3162247
1043.3667	251.36667	5.477226	0.32221955
564.0	251.5	3.4641016	0.32372016
578.4	251.4	3.8729835	0.32449946
592.8823	251.41176	4.1231055	0.33031735
607.64703	251.47058	4.1231055	0.33199587
622.0	251.5	4.0	0.3286804
811.5	251.5	4.0	0.32844147
1257.2941	265.41177	4.1231055	0.34327456
165.09375	266.21875	5.656854	0.37825882
180.0	266.24243	5.7445626	0.37926647
194.90625	266.21875	5.656854	0.38094673
209.52942	266.14706	5.8309517	0.38156775
224.30302	266.0909	5.7445626	0.3814891
239.30302	266.0909	5.7445626	0.38829827
254.14706	265.91177	5.8309517	0.38669634
268.79413	265.91177	5.8309517	0.38147214
283.69696	265.9091	5.7445626	0.39006943
298.54544	265.78787	5.7445626	0.3855164
313.28125	265.8125	5.656854	0.39012513
328.28125	265.8125	5.656854	0.3880783
342.81818	265.81818	5.7445626	0.38461214
357.69696	265.9091	5.7445626	0.38431564
372.35294	265.82352	5.8309517	0.38360158
387.0	265.75757	5.7445626	0.39101732
401.71875	265.8125	5.656854	0.39571965
416.69696	265.9091	5.7445626	0.39695522
431.5	265.5	5.656854	0.3970994
446.28125	265.8125	5.656854	0.39809686
461.09375	265.78125	5.656854	0.39906487
475.81818	265.81818	5.7445626	0.39783666
490.7097	265.7097	5.5677643	0.39330375
505.5	265.5	5.656854	0.39816216
520.4194	265.5484	5.5677643	0.40315607
535.0	265.65625	5.656854	0.39988
549.7241	265.5862	5.3851647	0.3651278
884.88464	265.69232	5.0990195	0.33440432
929.0	265.70834	4.8989797	0.3470773
943.11536	265.69232	5.0990195	0.34499153
957.96	265.6	5.0	0.33485922
986.2759	265.5862	5.3851647	0.29708087
1000.70966	265.7097	5.5677643	0.31777647
1015.25806	265.58066	5.5677643	0.31783012
1029.5	265.5	5.656854	0.31211248
1043.5	265.5	5.656854	0.3188311
1058.4193	265.5484	5.5677643	0.31761667
1072.5	265.5	5.656854	0.32033825
1086.8	265.66666	5.477226	0.3256494
1101.258	265.58066	5.5677643	0.327765
1115.5	265.5	5.656854	0.325237
1129.6666	265.5	5.477226	0.32725957
1144.3334	265.5	5.477226	0.32911983
1158.5	265.5	5.656854	0.33144698
1172.742	265.41934	5.5677643	0.33274838
1187.3334	265.5	5.477226	0.33459058
1201.5	265.5	5.656854	0.33861232
1215.742	265.41934	5.5677643	0.34208563
1230.3334	265.5	5.477226	0.3381101
1244.5	265.5	5.656854	0.34304357
2.1111112	266.5	4.2426405	0.3685828
16.5	266.5	5.656854	0.37255532
31.5	266.5	5.656854	0.36670452
46.5	266.5	5.656854	0.3648048
61.5	266.5	5.656854	0.363258
76.29032	266.2903	5.5677643	0.36946115
91.0	266.34375	5.656854	0.3704176
105.5	266.5	5.656854	0.3708159
120.5	266.5	5.656854	0.369924
135.5	266.5	5.656854	0.36971444
150.29033	266.2903	5.5677643	0.38534534
564.7	265.9	4.472136	0.33320668
578.6316	265.78946	4.358899	0.33036602
593.1905	265.85715	4.582576	0.33682108
607.9091	265.9091	4.690416	0.3347409
622.2105	266.0	4.358899	0.32923564
637.0	266.0	4.582576	0.33010292
651.5	265.77777	4.2426405	0.33033353
666.2778	265.8889	4.2426405	0.32668653
680.9091	265.9091	4.690416	0.33052662
695.2917	266.0	4.8989797	0.32649994
709.9091	265.9091	4.690416	0.3280371
724.2727	265.95456	4.690416	0.3261129
739.0	265.82608	4.7958317	0.33359402
753.5	266.0	4.690416	0.32703894
768.0909	265.9091	4.690416	0.32796934
782.9091	265.9091	4.690416	0.33282745
797.3913	265.9565	4.7958317	0.3321352
811.9091	265.9091	4.690416	0.3275056
826.3913	265.9565	4.7958317	0.32797986
841.0	265.82608	4.7958317	0.33174452
855.8095	265.85715	4.582576	0.33259454
870.0909	265.9091	4.690416	0.33178398
899.1739	266.0	4.7958317	0.33625096
914.0	265.82608	4.7958317	0.34115046
972.0909	265.9091	4.690416	0.32157406
1257.375	279.5	4.0	0.33855376
372.51514	280.39395	5.7445626	0.3825782
1043.6774	280.09677	5.5677643	0.31643227
1058.4193	280.0645	5.5677643	0.31611317
1072.6562	280.0	5.656854	0.32159102
1087.129	280.09677	5.5677643	0.32587788
1101.3438	280.0	5.656854	0.3263664
1115.625	279.84375	5.656854	0.32634047
1130.1	279.8	5.477226	0.32682917
1144.3549	279.74194	5.5677643	0.32912126
1158.7097	279.7097	5.5677643	0.33114246
1173.2	279.66666	5.477226	0.3310398
1187.5	279.5	5.656854	0.33231536
1201.6666	279.5	5.477226	0.33928898
1216.258	279.58066	5.5677643	0.3413364
1230.5	279.5	5.656854	0.33867356
1244.6666	279.5	5.477226	0.34602568
2.1904762	281.14285	4.582576	0.3573676
16.828571	281.0	5.91608	0.37632048
31.794117	281.08823	5.8309517	0.36833698
46.65625	281.0	5.656854	0.36587942
61.575756	281.0606	5.7445626	0.36311376
76.30303	280.9091	5.7445626	0.37160257
91.30303	280.9091	5.7445626	0.37324837
105.71875	280.8125	5.656854	0.37340078
120.69697	280.9091	5.7445626	0.3758696
135.51515	280.60605	5.7445626	0.3717298
150.41176	280.67648	5.8309517	0.39002922
165.28125	280.8125	5.656854	0.38184133
180.34375	280.625	5.656854	0.38453346
195.24243	280.63635	5.7445626	0.38711593
209.5	280.5	5.656854	0.3828596
224.5	280.5	5.656854	0.38238147
239.5	280.5	5.656854	0.38661766
254.41936	280.4516	5.5677643	0.38666198
269.0	280.5	5.8309517	0.3797658
283.57574	280.42426	5.7445626	0.38765773
298.5	280.5	5.656854	0.3810548
313.5	280.5	5.656854	0.38842905
328.5	280.5	5.656854	0.38731948
343.1875	280.28125	5.656854	0.3829041
357.65625	280.375	5.656854	0.38196585
387.2903	280.2903	5.5677643	0.39083415
402.0	280.34375	5.656854	0.39171964
416.65625	280.375	5.656854	0.39573902
431.65625	280.375	5.656854	0.3961975
446.5	280.5	5.656854	0.3983
461.5	280.5	5.656854	0.39580572
476.34375	280.375	5.656854	0.3985384
490.9394	280.42426	5.7445626	0.3954996
505.5	280.5	5.656854	0.39815277
520.5	280.5	5.656854	0.39947036
535.4194	280.4516	5.5677643	0.39874932
550.1429	280.2143	5.2915025	0.3599866
564.7	280.1	4.472136	0.33392823
578.75	280.25	4.472136	0.33084688
593.7083	280.0	4.8989797	0.33598572
608.0	280.17392	4.7958317	0.33371225
622.5	280.22223	4.2426405	0.32735348
637.2105	280.3684	4.358899	0.32987985
666.3333	280.33334	4.2426405	0.33376476
681.1	280.3	4.472136	0.33394715
695.5455	280.13635	4.690416	0.3278682
710.0	280.29166	4.8989797	0.33022547
724.75	280.25	4.472136	0.32943657
739.2381	280.38095	4.582576	0.33135718
753.8571	280.1905	4.582576	0.32572848
768.5	280.22223	4.2426405	0.32519668
783.0	280.0	4.582576	0.3286689
797.6667	280.0	4.2426405	0.32658967
812.0	280.0	4.582576	0.3245632
826.7895	280.0	4.358899	0.32451603
841.3684	280.21054	4.358899	0.3287168
856.0	280.0	4.582576	0.33037326
870.5	280.0	4.2426405	0.32648823
885.0909	279.9091	4.690416	0.33305424
899.8261	280.0	4.7958317	0.33531886
914.25	280.25	4.472136	0.3354234
929.0	280.0	4.582576	0.34192556
943.5	280.0	5.0990195	0.34265974
958.0	280.17392	4.7958317	0.33327797
972.4	280.04	5.0	0.32423398
986.6	280.04	5.0	0.29647955
1000.9032	280.32257	5.5677643	0.31613895
1015.36664	280.36667	5.477226	0.3184068
1029.6333	280.36667	5.477226	0.3115864
651.5	280.5	4.0	0.3296164
1257.5714	293.5	3.7416575	0.34337047
1173.2812	294.1875	5.656854	0.329817
1202.1	294.2	5.477226	0.33927616
1216.303	294.0909	5.7445626	0.3411125
1230.697	294.0909	5.7445626	0.3396213
1245.303	293.9091	5.7445626	0.3458857
195.5	295.29413	5.8309517	0.3814859
210.0	295.24243	5.7445626	0.38458294
224.69698	295.0909	5.7445626	0.3836693
239.57576	295.0606	5.7445626	0.38568926
254.34375	295.0	5.656854	0.38123336
269.30304	295.0909	5.7445626	0.37674135
284.08823	295.02942	5.8309517	0.38288346
298.7353	295.0	5.8309517	0.37582254
313.65625	295.0	5.656854	0.38100863
328.65625	295.0	5.656854	0.3799517
343.34375	295.0	5.656854	0.37429088
358.17142	295.0	5.91608	0.37396604
372.69696	294.9091	5.7445626	0.37490076
387.30304	294.9091	5.7445626	0.37980005
402.30304	294.9091	5.7445626	0.38133574
417.17142	295.0	5.91608	0.38489404
432.0	294.75757	5.7445626	0.38867345
446.69696	294.9091	5.7445626	0.3915539
461.5	294.70587	5.8309517	0.39159247
476.30304	294.9091	5.7445626	0.3939675
491.28125	294.8125	5.656854	0.3956642
505.69696	294.9091	5.7445626	0.3955096
520.69696	294.9091	5.7445626	0.39908263
535.5	294.5	5.656854	0.3966554
550.4138	294.72415	5.3851647	0.359347
885.1739	294.56522	4.7958317	0.33883512
900.04	294.6	5.0	0.3438553
944.0	294.70834	4.8989797	0.34597224
972.6	294.72	5.0	0.32892337
986.96	294.6	5.0	0.29935366
1001.0968	294.67743	5.5677643	0.32158622
1015.5	294.5	5.656854	0.32374346
1029.6333	294.63333	5.477226	0.3196951
1044.0	294.65625	5.656854	0.32301337
1058.5	294.5	5.656854	0.32266718
1072.742	294.41934	5.5677643	0.32854453
1087.4193	294.4516	5.5677643	0.330264
1101.5	294.5	5.656854	0.3291093
1115.6562	294.375	5.656854	0.32821155
1130.4193	294.4516	5.5677643	0.32909408
1144.5807	294.4516	5.5677643	0.33189854
1158.9032	294.32257	5.5677643	0.3324589
1187.6333	294.36667	5.477226	0.332576
2.25	295.7	4.472136	0.35648322
17.34375	295.625	5.656854	0.3739358
32.424244	295.57574	5.7445626	0.36531457
47.0	295.5	5.8309517	0.3661795
61.580647	295.5484	5.5677643	0.3618879
76.5	295.5	5.656854	0.36950055
91.5	295.5	5.656854	0.3701156
106.06061	295.42426	5.7445626	0.37124127
120.93939	295.42426	5.7445626	0.3750883
135.74193	295.41934	5.5677643	0.37349135
150.5	295.5	5.656854	0.38513002
165.5	295.5	5.656854	0.37498835
180.5	295.5	5.656854	0.37632996
565.1111	294.72223	4.2426405	0.3328348
579.1177	294.58823	4.1231055	0.33015886
593.9091	294.9091	4.690416	0.33306918
608.6316	294.78946	4.358899	0.33121988
622.95	294.9	4.472136	0.3290654
637.6316	294.78946	4.358899	0.33291042
651.9091	294.63635	3.3166249	0.33005083
666.5	294.5	4.0	0.3356152
681.5	294.77777	4.2426405	0.3380462
695.9091	294.9091	4.690416	0.33123103
710.2727	294.95456	4.690416	0.33326593
725.0909	294.9091	4.690416	0.3362399
739.8261	295.0	4.7958317	0.3363653
754.25	294.75	4.472136	0.33088598
768.8421	294.8421	4.358899	0.33354333
783.5	294.77777	4.2426405	0.3358063
798.1	294.7	4.472136	0.33522797
812.75	294.75	4.472136	0.33239552
827.1429	294.8095	4.582576	0.33556175
841.75	294.75	4.472136	0.33841792
856.0909	294.9091	4.690416	0.33889082
870.75	294.75	4.472136	0.3369451
914.5	294.77777	4.2426405	0.34142074
929.1429	294.8095	4.582576	0.34429502
958.0909	294.9091	4.690416	0.33570227
1257.5834	308.0	3.4641016	0.33025342
1015.65625	309.0	5.656854	0.32392687
1030.1	309.2	5.477226	0.32181585
1044.2812	308.8125	5.656854	0.32189497
1058.7188	308.8125	5.656854	0.32472253
1073.0968	308.67743	5.5677643	0.32979736
1087.303	308.9091	5.7445626	0.329984
1101.7188	308.8125	5.656854	0.33158025
1116.0	308.7	5.477226	0.32951197
1130.4193	308.5484	5.5677643	0.32978752
1144.742	308.58066	5.5677643	0.33298495
1159.3667	308.63333	5.477226	0.33312544
1173.5	308.5	5.656854	0.3288639
1187.6666	308.5	5.477226	0.3336707
1202.5	308.5	5.656854	0.33990243
1216.5807	308.4516	5.5677643	0.33909708
1231.0	308.3	5.477226	0.33794674
1245.4242	308.42426	5.7445626	0.34339514
17.28125	310.1875	5.656854	0.37625897
32.28125	310.1875	5.656854	0.36576256
47.205883	310.08823	5.8309517	0.36615142
61.90625	310.21875	5.656854	0.3630094
76.69697	309.9091	5.7445626	0.37361035
91.69697	309.9091	5.7445626	0.37441742
106.30303	309.9091	5.7445626	0.37240326
121.26471	310.0	5.8309517	0.3726334
136.0	309.80646	5.5677643	0.37487367
150.69698	309.9091	5.7445626	0.38922295
165.625	309.84375	5.656854	0.3778222
180.625	309.84375	5.656854	0.3832447
195.5	309.5	5.656854	0.38526058
210.34375	309.625	5.656854	0.38304567
225.0	309.65625	5.656854	0.38016233
239.58064	309.5484	5.5677643	0.3860306
254.5	309.5	5.656854	0.37684888
269.5	309.5	5.656854	0.37564117
284.25806	309.58066	5.5677643	0.3822986
299.0	309.65625	5.656854	0.37745303
313.5	309.5	5.656854	0.3822057
328.5	309.5	5.656854	0.3790643
343.5	309.5	5.656854	0.37502062
358.34375	309.625	5.656854	0.37559783
373.0	309.5	5.8309517	0.377916
387.5	309.5	5.656854	0.37967995
402.5	309.5	5.656854	0.38268873
417.5	309.5	5.656854	0.3839629
432.41934	309.5484	5.5677643	0.38949552
447.0606	309.57574	5.7445626	0.39459348
461.5	309.5	5.656854	0.39101344
476.5	309.5	5.656854	0.39244333
491.5	309.5	5.656854	0.39347717
506.34375	309.625	5.656854	0.3962149
521.0	309.5	5.8309517	0.39509347
535.5	309.5	5.656854	0.38957947
550.4138	309.27585	5.3851647	0.35516277
593.8571	309.1905	4.582576	0.33691335
783.58826	309.11765	4.1231055	0.33268154
798.0	309.0	4.582576	0.33194023
812.9091	309.0909	4.690416	0.33304662
827.0	309.0	4.582576	0.33274418
841.7	309.1	4.472136	0.33731622
856.25	309.25	4.472136	0.33785394
870.9	308.95	4.472136	0.3346448
885.0909	308.9091	4.690416	0.34087226
900.0	309.0	4.582576	0.34188485
914.5	309.0	4.0	0.33536452
929.4667	308.86667	3.8729835	0.336762
944.0	309.0	4.582576	0.3427559
972.9091	309.0909	4.690416	0.32714948
987.0	309.17392	4.7958317	0.2994385
1001.5	309.5	5.656854	0.3203452
2.3333333	310.38095	4.582576	0.35938922
565.1053	309.57895	4.358899	0.33921903
579.25	309.375	4.0	0.33290023
608.5	309.5	4.0	0.33253685
622.8823	309.58823	4.1231055	0.3296591
637.8823	309.41177	4.1231055	0.33365363
652.0	309.5	3.4641016	0.33035895
666.6	309.4	3.8729835	0.33793288
681.5	309.5	4.0	0.33741957
696.0	309.5	4.0	0.3291404
710.5	309.5	4.0	0.32939842
725.2857	309.5	3.7416575	0.33094624
739.7778	309.5	4.2426405	0.33266732
754.35297	309.47058	4.1231055	0.32968068
769.0	309.5	4.0	0.32976317
958.38464	309.3846	3.6055512	0.33166856
1073.2812	323.1875	5.656854	0.32861054
1087.5151	323.39395	5.7445626	0.32816556
1102.0	323.0	5.7445626	0.33257526
1116.303	322.9091	5.7445626	0.32915372
1130.6562	323.0	5.656854	0.32832822
1145.0938	322.78125	5.656854	0.33121237
1159.4517	322.58066	5.5677643	0.3312085
1173.5807	322.5484	5.5677643	0.3287096
1188.2	322.66666	5.477226	0.3334533
1202.5	322.5	5.656854	0.33534047
1216.6666	322.5	5.477226	0.33447605
1231.5	322.5	5.656854	0.33295876
1245.5807	322.4516	5.5677643	0.33815315
210.4375	324.3125	5.656854	0.38005224
225.28125	324.1875	5.656854	0.37629408
240.0	324.24243	5.7445626	0.38531983
254.69698	324.0909	5.7445626	0.37603796
269.69696	324.0909	5.7445626	0.37495452
284.30304	324.0909	5.7445626	0.37900403
299.30304	324.0909	5.7445626	0.3769582
313.91177	324.02942	5.8309517	0.3796711
328.82858	324.0	5.91608	0.37845907
343.69696	323.9091	5.7445626	0.3723125
358.34375	324.0	5.656854	0.36946508
373.30304	323.9091	5.7445626	0.37627426
387.7353	324.0	5.8309517	0.37772974
402.65625	324.0	5.656854	0.38276714
417.5	324.0	5.8309517	0.38590732
432.34375	324.0	5.656854	0.38605097
447.30304	323.9091	5.7445626	0.39168802
462.08823	324.02942	5.8309517	0.38784096
476.69696	324.0909	5.7445626	0.3913608
491.65625	324.0	5.656854	0.38819638
506.30304	324.0909	5.7445626	0.39040577
521.34375	324.0	5.656854	0.38737974
535.69696	323.9091	5.7445626	0.3789497
550.7241	323.5862	5.3851647	0.34663376
885.8095	323.14285	4.582576	0.34368065
900.3684	323.21054	4.358899	0.34223512
929.5333	323.13333	3.8729835	0.3390982
944.3684	323.21054	4.358899	0.34610778
973.0	323.5	4.690416	0.32789758
987.125	323.33334	4.8989797	0.30243066
1001.5	323.5	5.656854	0.3250845
1015.6667	323.5	5.477226	0.3208238
1030.2	323.33334	5.477226	0.3214579
1044.4517	323.41934	5.5677643	0.3191324
1059.0	323.3	5.477226	0.32110366
2.3333333	324.61905	4.582576	0.36863595
17.5	324.5	5.656854	0.37572825
32.424244	324.57574	5.7445626	0.36857718
47.5	324.5	5.656854	0.36438614
62.34375	324.625	5.656854	0.36589774
76.93939	324.42426	5.7445626	0.37474382
91.85294	324.47058	5.8309517	0.37567902
106.5	324.5	5.656854	0.3709746
121.5	324.5	5.656854	0.36953637
136.41936	324.4516	5.5677643	0.37181845
150.93939	324.42426	5.7445626	0.39002237
165.65625	324.46875	5.656854	0.38050678
180.65625	324.375	5.656854	0.38717452
195.65625	324.375	5.656854	0.38798377
565.25	323.75	4.472136	0.3387163
579.5	323.5	4.0	0.33027473
594.1905	323.85715	4.582576	0.33722657
608.8095	323.85715	4.582576	0.33555666
623.2105	324.0	4.358899	0.32943007
638.1	324.05	4.472136	0.33304518
652.5	323.7143	3.7416575	0.33094376
667.1111	323.72223	4.2426405	0.33789498
682.0	324.0	4.582576	0.3398697
696.2778	323.8889	4.2426405	0.33218753
711.0	323.78946	4.358899	0.33299485
725.5	323.7143	3.7416575	0.32968485
740.0	324.0	4.582576	0.33312246
754.625	323.75	4.0	0.33015686
769.4	323.6	3.8729835	0.33047828
783.7647	323.7647	4.1231055	0.33135337
798.2222	323.5	4.2426405	0.32790956
812.9091	323.9091	4.690416	0.33207458
827.5294	323.64706	4.1231055	0.3304656
841.9	323.7	4.472136	0.33848885
856.7895	323.6316	4.358899	0.33803493
871.0	323.5	4.0	0.33115423
915.1177	323.41177	4.1231055	0.33843622
958.5	323.5	4.0	0.33648953
1188.2812	337.1875	5.656854	0.33451664
1202.625	337.15625	5.656854	0.33844668
1216.9688	337.09375	5.656854	0.33806917
1231.4706	337.14706	5.8309517	0.33659723
1245.697	337.0909	5.7445626	0.34248227
1257.6364	336.81818	3.3166249	0.3134027
1001.71875	337.8125	5.656854	0.32092768
1016.10345	337.68967	5.3851647	0.32284066
1030.3667	337.63333	5.477226	0.32056895
1044.5	337.5	5.656854	0.31945708
1059.4193	337.5484	5.5677643	0.32465243
1073.5	337.5	5.656854	0.33008942
1087.742	337.58066	5.5677643	0.32955238
1102.4193	337.4516	5.5677643	0.33168158
1116.5	337.5	5.656854	0.3278317
1130.5807	337.4516	5.5677643	0.32839388
1145.4242	337.42426	5.7445626	0.33328053
1159.5	337.5	5.656854	0.3313827
1173.7097	337.2903	5.5677643	0.33193898
17.71875	339.1875	5.656854	0.37605017
32.71875	339.1875	5.656854	0.36676264
47.65625	339.0	5.656854	0.36891535
62.454544	339.21213	5.7445626	0.3636531
77.30303	338.9091	5.7445626	0.3803142
92.30303	339.0909	5.7445626	0.3781397
106.69697	338.9091	5.7445626	0.3752226
121.69697	338.9091	5.7445626	0.37473616
136.42424	338.9394	5.7445626	0.37843877
151.26471	339.0	5.8309517	0.39007044
166.09375	338.78125	5.656854	0.38077426
181.09375	338.78125	5.656854	0.38817114
196.0	338.75757	5.7445626	0.39012653
210.5	338.5	5.656854	0.3837056
225.42424	338.57574	5.7445626	0.380915
240.34375	338.625	5.656854	0.3871864
255.15625	338.59375	5.656854	0.3798281
270.0	338.65625	5.656854	0.38002804
284.5	338.5	5.656854	0.3772921
299.5	338.5	5.656854	0.37404507
314.41934	338.4516	5.5677643	0.38005444
329.42426	338.57574	5.7445626	0.38129714
344.0606	338.57574	5.7445626	0.37544835
358.5	338.5	5.656854	0.37245992
373.5	338.5	5.656854	0.3793829
388.25806	338.41934	5.5677643	0.3783159
402.9394	338.42426	5.7445626	0.38484427
417.5	338.5	5.656854	0.38287297
432.5	338.5	5.656854	0.3865102
447.5	338.5	5.656854	0.3899911
462.5	338.5	5.656854	0.38983732
477.33334	338.5	5.477226	0.39415777
491.66666	338.5	5.477226	0.39501455
506.5	338.5	5.656854	0.39204973
521.5	338.5	5.656854	0.38887927
536.25806	338.41934	5.5677643	0.38948905
551.0	338.32144	5.2915025	0.3555681
565.0909	338.0909	4.690416	0.3404316
579.5	338.22223	4.2426405	0.33555758
594.0909	338.0909	4.690416	0.33867148
608.9091	338.0909	4.690416	0.33336896
696.5	338.22223	4.2426405	0.33001864
798.5	338.22223	4.2426405	0.33215278
813.1905	338.14285	4.582576	0.3353873
827.7647	338.2353	4.1231055	0.3329117
842.25	338.25	4.472136	0.34108806
857.0	338.0	4.582576	0.34293002
871.2778	338.1111	4.2426405	0.34035996
886.0	338.0	4.582576	0.347103
900.619	338.0	4.582576	0.3458173
915.1	338.05	4.472136	0.33882225
929.625	337.75	4.0	0.33744493
944.4211	338.10526	4.358899	0.34274405
958.73334	337.66666	3.8729835	0.33112758
973.0909	337.9091	4.690416	0.32780522
987.5	338.0	4.472136	0.29796728
2.7272727	339.04544	4.690416	0.35548502
623.5	338.5	4.0	0.32730836
638.2222	338.5	4.2426405	0.3323485
652.61536	338.3846	3.6055512	0.33026147
667.1177	338.41177	4.1231055	0.33828217
682.0	338.5	4.0	0.33715415
711.0	338.5	4.0	0.33011368
725.64703	338.52942	4.1231055	0.3309467
740.2222	338.5	4.2426405	0.3300697
755.0	338.5	4.0	0.33074927
769.5	338.2857	3.7416575	0.3297627
784.2857	338.5	3.7416575	0.33250195
1045.0	352.19354	5.5677643	0.3213233
1059.6774	352.09677	5.5677643	0.32365108
1073.6562	352.0	5.656854	0.32859308
1088.303	351.9091	5.7445626	0.3257812
1102.5	351.5	5.656854	0.32688895
1116.7188	351.8125	5.656854	0.3242892
1131.1	351.8	5.477226	0.32500815
1145.5	351.66666	5.477226	0.32900077
1159.7097	351.7097	5.5677643	0.33029798
1174.2759	351.5862	5.3851647	0.32679325
1188.5	351.5	5.656854	0.32979494
1203.0	351.5	5.2915025	0.33430606
1217.3334	351.5	5.477226	0.33319578
1231.5807	351.4516	5.5677643	0.33246452
1246.2	351.5	5.477226	0.33595842
255.30302	353.0909	5.7445626	0.381465
270.28125	353.1875	5.656854	0.38431045
284.71875	353.1875	5.656854	0.38417995
299.5	353.29413	5.8309517	0.37897167
314.38235	353.14706	5.8309517	0.38021708
329.30304	353.0909	5.7445626	0.38244274
344.30304	353.0909	5.7445626	0.3785875
359.0	353.0	5.7445626	0.37785608
373.69696	352.9091	5.7445626	0.38299623
388.2647	353.0	5.8309517	0.37898517
403.2647	353.0	5.8309517	0.39038324
418.17142	353.0	5.91608	0.38666263
432.82858	353.0	5.91608	0.39105353
447.69696	352.9091	5.7445626	0.3892652
462.5	352.70587	5.8309517	0.39001074
477.30304	352.9091	5.7445626	0.3972953
492.1875	352.71875	5.656854	0.39491326
506.81818	352.81818	5.7445626	0.39383662
521.71875	352.8125	5.656854	0.39379928
536.36664	352.63333	5.477226	0.39336222
551.0	352.67856	5.2915025	0.35706478
973.48	352.2	5.0	0.3213483
987.96	352.4	5.0	0.29534128
1002.2	352.33334	5.477226	0.31689617
1016.5	352.5	5.656854	0.31960222
1030.7097	352.2903	5.5677643	0.32114047
17.911764	353.79413	5.8309517	0.38267046
33.096775	353.67743	5.5677643	0.37171343
47.633335	353.63333	5.477226	0.3754995
62.580647	353.5484	5.5677643	0.37027466
77.5	353.5	5.656854	0.38293234
92.5	353.5	5.656854	0.3815798
107.06061	353.57574	5.7445626	0.37810022
122.06061	353.57574	5.7445626	0.3768668
136.5	353.5	5.656854	0.3805582
151.5	353.5	5.656854	0.3888886
166.5	353.5	5.656854	0.38197657
181.41936	353.4516	5.5677643	0.3858822
196.29033	353.2903	5.5677643	0.38735512
210.8125	353.28125	5.656854	0.39024705
225.5	353.5	5.656854	0.37872928
240.5	353.5	5.656854	0.38561282
565.8095	352.85715	4.582576	0.33535367
579.75	352.75	4.472136	0.33339337
594.56525	352.82608	4.7958317	0.33446825
609.0909	352.9091	4.690416	0.33118936
623.9091	352.9091	4.690416	0.32895786
638.5714	352.90475	4.582576	0.3325861
652.875	352.6875	4.0	0.3289919
667.5	352.5	4.0	0.33413157
682.25	352.75	4.472136	0.3360074
696.8571	352.8095	4.582576	0.32953355
711.0	353.0	4.582576	0.32836086
726.0	353.0	4.582576	0.33027223
740.6087	353.0435	4.7958317	0.33111197
755.0	353.0	4.582576	0.33503222
769.625	352.75	4.0	0.33534175
784.05	352.9	4.472136	0.3409422
798.75	352.75	4.472136	0.3426876
813.25	352.75	4.472136	0.34097695
827.9	352.7	4.472136	0.34165695
842.2105	352.6316	4.358899	0.34667566
857.0	352.5	4.472136	0.3446455
871.2222	352.5	4.2426405	0.34589285
886.0	352.5	4.472136	0.35006186
900.7778	352.5	4.2426405	0.34742627
915.1	352.7	4.472136	0.34297174
929.8823	352.58823	4.1231055	0.33863997
944.6316	352.78946	4.358899	0.33969828
959.1177	352.58823	4.1231055	0.32600117
2.826087	354.0	4.7958317	0.3711202
1102.697	366.0909	5.7445626	0.33043304
1159.9	366.2	5.477226	0.33643916
1174.303	366.0909	5.7445626	0.333564
1188.697	366.0909	5.7445626	0.3394363
1203.2646	366.0	5.8309517	0.34235653
1217.5	365.70587	5.8309517	0.34304455
1231.8064	365.7742	5.5677643	0.34241083
1246.2812	365.8125	5.656854	0.3451267
536.5	367.125	5.656854	0.39400032
551.4138	366.72415	5.3851647	0.35926136
973.5926	366.74075	5.196152	0.31931257
987.875	366.66666	4.8989797	0.29506537
1002.29034	366.7097	5.5677643	0.31626916
