y(nm),x(nm),vector_1_strain(%),vector_2_strain(%)
2.822917392529181,0.11321297701379832,-0.059658821335720424,0.04035200555336593
3.238052303195237,0.11321297701379832,-0.060018531679419285,0.0372615375013301
3.648759006796225,0.1088586357369478,-0.04910557577093044,0.02812315532258336
4.466425794402428,0.10676519893697257,-0.05243913552348689,0.03803273973291721
4.876451332831191,0.10232711733319172,-0.04871202417077758,0.04288885499937645
5.288265299346981,0.09688418424864827,-0.0326806762195303,0.043053424976258636
5.7011861064805025,0.09943817986977978,-0.038967898222171726,0.026794041355139075
6.110785969463758,0.10232711733319172,-0.045800565495343726,0.021052825821708865
6.512295887497033,0.10257833182550245,-0.04965428757200685,0.03412124312427767
6.921129281300134,0.09688418424864827,-0.037229254673886825,0.04533776033125858
7.3383076874828665,0.09943817986977978,-0.0435134714684261,0.048023893610053436
7.7513986803351775,0.09688418424864827,-0.03435529576911833,0.04252998837389854
8.16431990976577,0.09525130626982933,-0.030110765977960918,0.03499437466565691
8.575197221382615,0.09943817986977978,-0.04003161122909227,0.02709800795670847
8.985009499791555,0.09839145822555201,-0.040204541356184675,0.027051564097620107
9.386306580102076,0.09943817986977978,-0.04325881274707888,0.03921673290256544
9.801441490768132,0.09943817986977978,-0.043110642921523334,0.03661034776276573
10.212318802384978,0.09525130626982933,-0.03441507327810578,0.029279048006060515
10.623196114001825,0.09943817986977978,-0.044544323178056455,0.028590456000022968
11.02598305837162,0.1012385320139791,-0.04911504870951322,0.030353566365000306
11.43226155490754,0.09688418424864827,-0.03505773049767813,0.030511436457448138
11.840925185288922,0.09943817986977978,-0.03843551907382414,0.028079508502627748
12.254782225024318,0.10232711733319172,-0.045483385379350705,0.03209378003754182
12.661614775314709,0.10205497100338856,-0.04662549511936942,0.03482089319200288
13.0684473256051,0.10232711733319172,-0.05039912186705042,0.04279323528948842
13.483582236271156,0.10232711733319172,-0.04762923462546986,0.0435764712940887
13.896256844213475,0.1078506827625952,-0.05888106041277552,0.03831797267703929
14.308316587623398,0.11321297701379832,-0.0687337658367223,0.030919283791460472
14.719024135818524,0.1088586357369478,-0.0605567905827491,0.02202821190998927
0.7738114481437043,0.11974450190603471,-0.05897245793744588,0.04128094778255775
1.1900534105760272,0.12246596520406627,-0.0692033622679804,0.0295063887448761
1.5913504908865481,0.11723238293684869,-0.056728220791288586,0.03570859535584159
2.006485401552604,0.11723238293684869,-0.06095805119499009,0.04114148611044888
2.4123950215987917,0.11226046810372742,-0.05077679812875102,0.032104512862120904
4.0544842941718136,0.11723238293684869,-0.07254998814271996,0.03482141357137647
15.11552392142571,0.11226046810372742,-0.06189606810650983,0.018736357040393115
15.523278768514698,0.1102193738744439,-0.03291983121463282,0.026493258900997407
