y0,x0,A,σX,θ,σY,vector 1 lp,vector 1 lp,vector 1 strain,vector 1 strain
3.163941580780954,0.11520089129516428,0.4444297355664976,0.06279229679328492,-98.83749642084626,0.05031274469900932,0.3937041182579866,0.40299708772900006,-0.025484855797062833,0.01001776373182972
4.365282050440086,0.11413040654110997,0.43492894103555774,0.06737249193169893,-99.20282065778319,0.05109870263605508,0.3951181568707424,0.40552068086863235,-0.02198476022093465,0.01634255856800082
4.771423035852217,0.11580958047613392,0.4170123018058027,0.06261437330449043,-118.93070845630618,0.05687293893650655,0.3913569773321854,0.40806866627413324,-0.031294610563897596,0.02272848690258944
5.179383979025423,0.11182270973912081,0.4323879547841273,0.06057274772042452,-73.27769315354777,0.05424921964697543,0.3964327321701972,0.4040728212351684,-0.01873086096485843,0.012713837682126305
5.58132613940198,0.10904076257519586,0.40123732242392723,0.0643885047746504,-108.11045403734185,0.05561562025478539,0.39947140734425846,0.40182151267736016,-0.011209387761736522,0.0070714603442609825
5.979775979780425,0.10947638750627614,0.4531576945741579,0.061222550273248064,-118.61045772645728,0.05469012754789071,0.3977629323673543,0.4023606951167067,-0.015438286219420005,0.008422794778713438
6.376788270007866,0.10660792862796949,0.4684658885081143,0.05909738975901051,-102.60003218510255,0.0524807457609682,0.3963937682548757,0.40360587404074355,-0.018827306299812663,0.01154354396176327
6.781447328876187,0.10733779931898087,0.43728261602047536,0.06167889843905812,-83.12345905731581,0.055050313139569505,0.393382178168563,0.40641769446642023,-0.026281737206527267,0.018590712948421517
7.18842908318148,0.10815040635950877,0.4467960408537463,0.0644304384092955,-110.59983937424118,0.05558597405689415,0.39140887596378315,0.4044777787472316,-0.03116614860449718,0.013728768790054025
7.5895798705339805,0.10848351444104413,0.4634622843725999,0.0626184174350509,-127.69826468092157,0.05515757696448001,0.39310737295320375,0.40483391438676986,-0.02696194813563435,0.01462133931521259
7.991737833391846,0.10967644804005804,0.4579337896137508,0.062072528867256165,-97.98532774906266,0.0547223940489255,0.39221388704459514,0.40495924826394913,-0.02917354691931906,0.014935459308143217
