y0 (nm),x0 (nm),A,length (nm),width (nm),angle (deg),vector 1 lp (nm),vector 2 lp (nm)
5.174906889947284,0.11901446703562782,0.578589598446121,0.1841358761382816,0.14098367544823684,90.0,0.3871203272198878,0.4040845478019746
6.780663338520805,0.11709813239691855,0.6129821213156692,0.18198522695303854,0.1600081998006148,78.7602828014485,0.384787250335784,0.4077784337253981
7.1870696387784445,0.11709813239691855,0.6105747624780672,0.18198522695303854,0.1600081998006148,78.7602828014485,0.38546802030827243,0.40754651705526457
7.992657238400255,0.11901446703562782,0.599414492284538,0.1841358761382816,0.1409836754482368,90.0,0.3832578797041991,0.3998526666814877
8.39065513244567,0.11456272776603099,0.5910994587134362,0.1755940199779044,0.16153383471329122,89.25120613049124,0.3870033569842863,0.3999401887593952
8.791922962240282,0.1089284952529475,0.5899085273802326,0.1809203831605372,0.1603677470097087,90.0,0.3918723061181961,0.4043397549630469
9.192007386716135,0.11709813239691855,0.5940650714675614,0.1819852269530385,0.16000819980061481,78.76028280144848,0.3852205920990315,0.40518014868006197
9.594091588225004,0.11865425375767494,0.5785504297907219,0.18091630993531327,0.15130472349322793,87.18662714242963,0.3842779888638842,0.40246067984606826
9.991789182048553,0.11379137450531122,0.5888204703479613,0.17829955325837044,0.15394307924374487,-83.30110025889992,0.38810320884553845,0.39991134766537645
10.392790078312618,0.10986753400512807,0.6017827946173654,0.18326417497105876,0.15427662583682764,83.36467806179816,0.39155568568622984,0.4015273291312002
10.793248209731239,0.11255944509471243,0.5887653684309617,0.18925389163342146,0.1544407502119067,87.06179127053903,0.3882702321976909,0.40256166747902333
11.191655401856822,0.11670910205672946,0.6094722443583472,0.1879012086487463,0.14332647595397646,81.99337916455715,0.38501648578347436,0.4027603090245648
11.596126434017998,0.11901446703562782,0.6143978240155054,0.1841358761382816,0.1409836754482368,90.0,0.38371464347940604,0.4012393356587887
11.993501483158802,0.11165170763427118,0.6164140759561241,0.18415880303080587,0.15906835546696255,-84.35420108739908,0.3904878483440395,0.4023074613879523
12.396295282969708,0.11255944509471243,0.5768681384338531,0.1909652576163071,0.15298285421118987,76.50003729844795,0.38973290592414805,0.4043100449065299
12.795476582333878,0.11709813239691855,0.5863566155874657,0.1819852269530385,0.16000819980061481,78.76028280144848,0.38627077565767237,0.40439315869250253
13.200263485839534,0.1192579215269339,0.5935794178007759,0.17811291894262246,0.15959785477088395,-87.06130369667844,0.38673529763872444,0.40566653816421117
13.601064181955689,0.11901446703562782,0.6003856131400124,0.1841358761382816,0.1409836754482368,90.0,0.3901707389994393,0.4026563415114408
24.460240524839833,0.03812497333853162,0.32942936176395343,0.09390355777888457,0.05443663684333705,18.43494882292201,0.31875919345726034,0.39754370929479266
24.858518699092322,0.03630949841764916,0.3399014942168985,0.11366467297661556,0.05625043307227991,-1.272221872587721e-16,0.321746458879143,0.3982414990647923
25.25137812267471,0.04084818571985531,0.3130648261461718,0.09693355881176252,0.05966259400513375,-0.0,0.31768557297731204,0.3966275336426143
25.64423754625709,0.03630949841764916,0.33116193019689455,0.11366467297661556,0.05625043307227991,-1.272221872587721e-16,0.3243585692548249,0.39712795164484954
26.04251572050958,0.03812497333853162,0.30751303526418294,0.09390355777888457,0.05443663684333705,-18.434948822922003,0.323695606651409,0.39598427018926347
0.7537869235730993,0.12546228471098417,0.545745101727266,0.17658889351073953,0.15298609629745538,68.25152146064178,0.3902948596102424,0.40341140042123597
1.1550970178433817,0.12617550700133087,0.570170320616177,0.1793298967338423,0.16005878666418358,45.00000000000004,0.3895868090712809,0.4030016003686437
1.5592922186896583,0.12770927029655912,0.5782908984825232,0.17317186341905147,0.16202786241171058,55.304846468765966,0.38663149636134175,0.4048730088707263
1.9587780200071938,0.12405745292696797,0.5687034355833104,0.1685964132650713,0.15617664709442092,63.08681452288601,0.38972379922797395,0.4037275369797978
2.3629623457837075,0.12254455715956593,0.5589525827884954,0.16639102494475658,0.16251472868056124,89.99999999999999,0.39094137521524863,0.40340901668595897
2.763562841751953,0.12254455715956593,0.5833481668830607,0.17223107354707662,0.14377570244171833,90.0,0.3914823100675955,0.4043714955212811
3.1679621973169625,0.12506605010523603,0.5685919105327457,0.17816002006047194,0.1454121273799532,77.50842149634495,0.3883688055165664,0.4044549429294276
3.56890130341192,0.12489215404001738,0.5701725085533501,0.17380385024926284,0.16064204804427865,60.64980066731422,0.3866259575553648,0.40030766918172117
