y,x,A,a,b,c,vector 1 lp,vector 1 lp,vector 1 strain,vector 1 strain
3.1676982889248584,0.12473491059669131,0.5687372299171476,0.11812060233046068,0.0,0.11874058080952421,0.38699586855563733,0.40644017691322354,-0.042089434268224535,0.018647059932890953
4.372458927454428,0.12018069479397238,0.5914857537801893,0.11173090412930432,0.0,0.11231734506035108,0.3897864017380027,0.4049616645043006,-0.03518217391583489,0.014941515048372267
4.772386511129727,0.11653076258171098,0.578312348137766,0.11497015184921393,0.0,0.11557359458887898,0.3912887257880788,0.4054216493161516,-0.03146355002950807,0.016094359188349783
5.1758564117552055,0.11857828553005273,0.5784772694898499,0.11173090412930432,0.0,0.11231734506035108,0.39027547319400147,0.40489476477156106,-0.033971601004946894,0.014773846545265812
5.579326312380684,0.1210709221628166,0.5732675998874643,0.11497015184921393,0.0,0.11557359458887898,0.38836483270684624,0.40336848810863324,-0.03870090914146973,0.010948591750960412
5.979785243598509,0.11804414910874618,0.5891787543681626,0.11497015184921393,0.0,0.11557359458887898,0.3900915736650587,0.4020353175955555,-0.03442679785876568,0.007607312269562572
6.372479043186073,0.11326503376021396,0.5962525152492636,0.11812060233046068,0.0,0.11874058080952421,0.3916054950069839,0.4035959318210269,-0.030679467804495375,0.011518626117861697
6.782208590737987,0.11199060300060536,0.6128139752664737,0.11497015184921393,0.0,0.11557359458887898,0.391245865357753,0.40601230824847734,-0.03156964020358166,0.017574707389667488
7.185440783252335,0.11326503376021396,0.6108917324792115,0.11812060233046068,0.0,0.11874058080952421,0.3905335729891026,0.40496649611746083,-0.03333274012598375,0.014953624354538286
7.5906538766927705,0.11653076258171098,0.5955536953936643,0.11497015184921393,0.0,0.11557359458887898,0.39055401160212094,0.40489624129625423,-0.03328214949970065,0.014777547108406619
7.994123777318249,0.11857828553005273,0.5996899100469755,0.11173090412930432,0.0,0.11231734506035108,0.39010013230714885,0.40361884647428503,-0.03440561310111678,0.011576056326528805
8.391571739128423,0.11804414910874618,0.591092849429552,0.11497015184921393,0.0,0.11557359458887898,0.38901472782218727,0.4033701631407371,-0.03709225786587311,0.010952789826408793
8.793536155050074,0.11501737605467578,0.5898843044526868,0.11497015184921393,0.0,0.11557359458887898,0.3887410034368705,0.4045079605274761,-0.03776979347309284,0.013804412349564199
9.197625961141835,0.1121686484743742,0.5941509872623827,0.11173090412930432,0.0,0.11231734506035108,0.3897547365102402,0.40285303817735457,-0.0352605531924749,0.00965673728660299
9.595959502189551,0.11653076258171098,0.5786519744332522,0.11497015184921393,0.0,0.11557359458887898,0.3877866645258159,0.4009721892726053,-0.04013201850045578,0.004942830257156139
9.995150656814683,0.11326503376021396,0.5888041759844188,0.11812060233046068,0.0,0.11874058080952421,0.3910368260234801,0.4007278066580786,-0.03208706429831665,0.004330342501450035
10.392360910513725,0.11501737605467578,0.6018003155200073,0.11497015184921393,0.0,0.11557359458887898,0.38930461775592873,0.40260865556282827,-0.03637470852492897,0.009044249530897774
10.796450716605484,0.1121686484743742,0.5888055494613792,0.11173090412930432,0.0,0.11231734506035108,0.3897645805451383,0.4047271268920562,-0.03523618676945972,0.014353701483850179
