y0	x0	A	a	b	c
116.79664999139574	4.23288533887086	0.4452998179673207	0.09485503964954549	0.008037958636963008	0.14624133485431626
161.1492088525204	4.186029168057894	0.4384060100002994	0.08276500847910977	0.008601455351589451	0.14550283857659863
176.12990596627552	4.2502504009626065	0.41953394875757566	0.09884528638763182	0.00905037423097736	0.11276564440548538
191.1994811077828	4.103998480445092	0.4325276077553159	0.10122727447876081	-0.007612727239949532	0.12409652422337708
206.02925778398358	4.004734667602732	0.4000110940381144	0.09097657779332113	0.01005115660954801	0.11549191210473364
220.73993574597424	4.022122531400584	0.45214773365637373	0.10299419975228616	0.011183145580999577	0.11671094694891979
235.39453424032115	3.917351603200911	0.4688796036978323	0.10654749762572141	0.0063652903942844515	0.1333389931352813
250.33386553647674	3.944192224513485	0.4365571461111039	0.09646222194782006	-0.002589550268090439	0.12111167880288748
265.3494892697964	3.971128972071724	0.44787582954369226	0.09337471124143572	0.010568922418818192	0.11731688952650922
280.1592006996329	3.994242599101987	0.4618944895006786	0.10397371126563085	0.014067953217405562	0.11098127384319569
295.01318357787346	4.032143300271495	0.4575904603955801	0.0960422707941958	0.003282268751170964	0.12371377658752017
309.93686275734746	3.87817409256231	0.44605543769147804	0.0972131523988448	0.004462350743094988	0.11679098246230646
324.5687507418997	3.9824263917821447	0.47365406248747616	0.09576945500221426	0.010754063637639307	0.1255931469880369
339.5580949623011	4.055809408798412	0.4704645145659872	0.11356603183527715	0.01045660805325956	0.13036226109900362
353.9681032328753	3.86777205623656	0.450232953540948	0.10815569861196597	0.007488163517459156	0.1379548230944804
368.71633401828313	3.9083697101167645	0.43052408066004205	0.0926753045513234	0.004510327202165535	0.12989751522870957
383.53689950932153	3.62134050817484	0.4648574700135617	0.10690358528169269	0.008754303206639754	0.13019837056923345
398.55707742963483	3.813949539700879	0.4467258390368259	0.10065040457763355	-0.01249696124627055	0.12946449872660734
412.9961588651091	3.84353573028619	0.49140552198992715	0.09683003926929705	0.004549290975161445	0.14631155622163455
427.6172052510755	4.09099322874088	0.5077696142869798	0.09676605759113167	0.007381001415065697	0.14159404103255904
442.605021428199	4.046704574950677	0.5028271267267964	0.11409073575217019	-0.0032192014805474756	0.12784630370947986
457.5828012391017	3.8914232805526994	0.4915185033690731	0.114881027478795	-0.004963967599873352	0.1493459232809119
472.21578126898	4.026007713032839	0.4122014392921596	0.09080032793003535	0.0077463503154592	0.11895891245733857
487.0626972902054	4.145933640813179	0.44737789073900397	0.08802332609284631	-0.002235338416476085	0.13133640273449704
501.80943567050906	4.118293910202962	0.47527734237244934	0.0984855286402209	0.004223131118448134	0.12414971715465202
516.8322541683993	4.408396761424449	0.44073649308621643	0.08424907884702713	0.0010610783692576943	0.09392074612485407
13.045243836369691	4.6373326659117495	0.46606727863179825	0.1017236098827794	-0.002977487898332104	0.14093872793241488
27.823967892841576	4.133304302110522	0.4001921158037348	0.10600297722551232	-0.0006600090885655621	0.10409199781341245
42.55376175384845	4.49453739537094	0.45239359164176823	0.11345759380417066	0.0032960054820074538	0.1408293932503433
57.830712857166	4.382934357118513	0.4607135533417808	0.10935677046068729	-0.0037243571384187476	0.12693766436592094
72.31463203299383	4.143150057518564	0.47056125822528194	0.09792404279343331	0.005871546239286914	0.13138019799034276
87.19697727824096	4.100250920310294	0.4147605042756419	0.12332884927720573	0.01000248651448845	0.12073964983662597
101.9822209948757	4.300819912009874	0.4629495909223176	0.1149988747654985	-4.4959480763867526e-5	0.1475292511641189
131.53038048579734	4.208407186025062	0.4563911397161347	0.10889037371221365	0.0119628616700348	0.1288638307401863
146.48703685852786	4.491063930265617	0.4492152163785547	0.09789581848645855	0.01115890971811497	0.13912895511843568
531.3983682702326	4.478285510373248	0.4584846545791131	0.10171242669587785	-0.006208166185431302	0.10714658357539728
546.4243513517891	4.307871784712886	0.3407701476774403	0.10816980645734209	-0.0037270500339590586	0.1038899909890743
561.0478672709656	4.438017265337967	0.3097611967311642	0.12164869294583183	0.031249750926513224	0.16263113207735297
575.64671908804	4.2961499078621115	0.276431758971974	0.0964218107183859	-0.00725238413862456	0.13232115375751427
589.8105289570839	4.654676272204719	0.30457292061835123	0.10820006193345617	0.0040052655695426535	0.1417504943182939
604.5463274505506	4.5522570313685184	0.24622064246355377	0.10636302496935425	0.006567700516876392	0.1634519249408755
619.0415160504555	4.479926634670418	0.28574507249517783	0.09923365136043119	-0.0024960364300914985	0.14712574607999124
633.5894794442269	4.744389860847726	0.29442268106728564	0.12034751166040294	-0.012190450125819142	0.18101155887492912
648.3803204361988	4.552199254724358	0.2374497558861322	0.08996308202219232	-0.01511155786233505	0.11528141855828661
662.6779304978008	4.513365332129039	0.29050094870592075	0.10976086242713079	-0.013048880310627045	0.21258577095931427
677.296690547525	4.996198557547384	0.27946335075563783	0.10148790434786198	0.00478850659648684	0.155842305376389
692.0242598554819	4.823290953387309	0.29357415797218595	0.08946053103889763	0.02231854501158152	0.17609511894939522
706.4405742808825	4.827368104583791	0.29026037929959136	0.08915012225611185	0.010391244676897435	0.10416864545319784
720.8307973548774	5.263737127329747	0.2865312755344743	0.10664370745572264	0.010891330933676962	0.12829469487527612
735.4244338837719	5.09462783704771	0.2782604154492029	0.105900454323593	0.004839950399772076	0.14481863642807216
750.13363867274	4.974807722908631	0.28093792442609233	0.09202378207239219	0.01357956472475003	0.12579984082466178
764.8246405923026	5.06722967235877	0.28065202262041977	0.0860613602178231	0.013297079244345176	0.1649070025778937
779.2491932964977	5.124938382574679	0.2710747480254976	0.11558084279408427	0.02193763176254575	0.143477927855088
