y(px),x(px),y(nm),x(nm),width(px),intensity(arb.unit)
116.89473684210526,4.578947368421052,3.1997435711308233,0.12348792975359883,4.358898943540674,0.5687372299171474
161.35294117647058,4.411764705882353,4.416691890156133,0.11897924266320377,4.123105625617661,0.5914857537801889
176.11111111111111,4.277777777777778,4.820665248116702,0.11536579899713609,4.242640687119285,0.5783123481377651
191.0,4.352941176470588,5.22821675805212,0.11739285276102769,4.123105625617661,0.5784772694898491
205.88888888888889,4.444444444444445,5.6357682679875385,0.1198605703866349,4.242640687119285,0.5732675998874638
220.66666666666666,4.333333333333333,6.040278348744334,0.11686405612696901,4.242640687119285,0.5891787543681626
235.1578947368421,4.157894736842105,6.436944743724682,0.11213271782223344,4.358898943540674,0.5962525152492631
250.27777777777777,4.111111111111111,6.850819224847237,0.11087102760763727,4.242640687119285,0.6128139752664736
265.1578947368421,4.157894736842105,7.2581306219527635,0.11213271782223344,4.358898943540674,0.6108917324792112
280.1111111111111,4.277777777777778,7.667442959307384,0.11536579899713609,4.242640687119285,0.595553695393664
295.0,4.352941176470588,8.074994469242803,0.11739285276102769,4.123105625617661,0.599689910046975
309.6666666666667,4.333333333333333,8.476463120820977,0.11686405612696901,4.242640687119285,0.5910928494295514
324.5,4.222222222222222,8.882493916167084,0.11386754186730315,4.242640687119285,0.5898843044526865
339.4117647058824,4.117647058823529,9.2906716026981,0.11104729315232349,4.123105625617661,0.5941509872623822
354.1111111111111,4.277777777777778,9.693034792269986,0.11536579899713609,4.242640687119285,0.5786519744332519
368.8421052631579,4.157894736842105,10.096264271267362,0.11213271782223344,4.358898943540674,0.588804175984418
383.5,4.222222222222222,10.497492810015645,0.11386754186730315,4.242640687119285,0.6018003155200065
398.4117647058824,4.117647058823529,10.905670496546662,0.11104729315232349,4.123105625617661,0.5888055494613786
413.1578947368421,4.157894736842105,11.309314287877966,0.11213271782223344,4.358898943540674,0.609550583103553
427.875,4.3125,11.712163588228014,0.11630220970328167,4.0,0.6146540235030719
442.5,4.222222222222222,12.112491703864205,0.11386754186730315,4.242640687119285,0.6019101549106797
457.5,4.222222222222222,12.523084642978246,0.11386754186730315,4.242640687119285,0.5770936931251777
472.4117647058824,4.117647058823529,12.931262329509263,0.11104729315232349,4.123105625617661,0.5864479633747383
487.1111111111111,4.277777777777778,13.333625519081147,0.11536579899713609,4.242640687119285,0.5935315526154721
502.0,4.352941176470588,13.741177029016567,0.11739285276102769,4.123105625617661,0.6004062785518299
516.8888888888889,4.444444444444445,14.148728538951985,0.1198605703866349,4.242640687119285,0.6073755995755055
12.842105263157896,4.842105263157895,0.3515251829607929,0.13058493721070222,4.358898943540674,0.5751992619384575
27.88888888888889,4.722222222222222,0.7633987238342538,0.12735185603579957,4.242640687119285,0.5458530139286865
42.8421052631579,4.842105263157895,1.1727110611888747,0.13058493721070222,4.358898943540674,0.5703975409551915
57.588235294117645,4.882352941176471,1.5763548525201803,0.13167036188061218,4.123105625617661,0.5783991313787608
72.47058823529412,4.647058823529412,1.9837274548568562,0.12532480227190798,4.123105625617661,0.5685413210085839
87.0,4.647058823529412,2.381439046861437,0.12532480227190798,4.123105625617661,0.5506936808451504
