y(nm),x(nm),basis_vector_1_lattice_parameter(nm),basis_vector_2_lattice_parameter(nm)
3.1997435711308233,0.12348792975359883,0.4064584719813016,0.3869961219732421
4.416691890156133,0.11897924266320377,0.4050154570516701,0.38978545457684877
4.820665248116702,0.11536579899713609,0.40543999391518487,0.39128947964427097
5.22821675805212,0.11739285276102769,0.4048902963926848,0.39027600832058323
5.6357682679875385,0.1198605703866349,0.40338854058550383,0.38836492487599455
6.040278348744334,0.11686405612696901,0.40207856330297054,0.3900921362274011
6.436944743724682,0.11213271782223344,0.40363360785604047,0.39160947830458354
6.850819224847237,0.11087102760763727,0.40603317414055484,0.39124708331497166
7.2581306219527635,0.11213271782223344,0.404964380547162,0.3905339059365172
7.667442959307384,0.11536579899713609,0.40488448671814975,0.3905531437395152
8.074994469242803,0.11739285276102769,0.4036308823847734,0.39009860639167565
8.476463120820977,0.11686405612696901,0.40341155957934477,0.38901517884777465
8.882493916167084,0.11386754186730315,0.40454533446600355,0.38874145550121303
9.2906716026981,0.11104729315232349,0.4028659840151481,0.3897541411850413
9.693034792269986,0.11536579899713609,0.40097231224300234,0.38778650090462724
10.096264271267362,0.11213271782223344,0.40074641347350953,0.39103676455052405
10.497492810015645,0.11386754186730315,0.40264008524565525,0.38930540949271014
10.905670496546662,0.11104729315232349,0.40474634424828765,0.3897647439602999
11.309314287877966,0.11213271782223344,0.4008484851967123,0.3914671350836478
11.712163588228014,0.11630220970328167,0.3988660532403704,0.3872810907100141
12.112491703864205,0.11386754186730315,0.4041606145388434,0.3899539468246865
12.523084642978246,0.11386754186730315,0.40647995556468924,0.38713917531839476
12.931262329509263,0.11104729315232349,0.4038994769299789,0.3911980362027476
13.333625519081147,0.11536579899713609,0.4029389896747522,0.38921367071814866
13.741177029016567,0.11739285276102769,0.40489029639268426,0.39045375178247976
14.148728538951985,0.1198605703866349,0.40489377348169786,0.3899602311027048
0.7633987238342538,0.12735185603579957,0.4079412686964659,0.38737980984473636
1.1727110611888747,0.13058493721070222,0.4058634411132202,0.384128363152337
1.5763548525201803,0.13167036188061218,0.40322931221095304,0.38400442318652445
1.9837274548568562,0.12532480227190798,0.4013941495164201,0.38941919486848714
2.381439046861437,0.12532480227190798,0.4028606297888725,0.3876458261785203
2.792031985975478,0.12532480227190798,0.40504367219977727,0.38543623347712075
3.609997527426194,0.1237384123697319,0.4022989549907709,0.3880684393116834
4.009319287819458,0.12532480227190798,0.4009586540966897,0.38547757867800087
14.55515952234791,0.12490733124501953,0.40198280177504975,0.3858921990316294
14.959269415054887,0.12885011316563252,0.398066857394535,0.38314866422454147
15.356175922865127,0.12532480227190798,0.39665636456569403,0.3879980379228538
15.753082430675367,0.12885011316563252,0.3932110528389657,0.3858572256278972
16.145666907547565,0.13058493721070222,0.39322191399135514,0.3861434430623114
16.544480193712822,0.13167036188061218,0.3981017479614389,0.38549157095290054
16.946539240366846,0.13349471026811463,0.39720439790592066,0.386353609005294
17.34312371449935,0.13167036188061218,0.3996074134437138,0.3895310904160807
17.74888614844734,0.13801592148931635,0.3972699387306771,0.38439278753596506
18.139083621304735,0.13484314168496425,0.3957744260524874,0.38898642139054357
18.545114416650843,0.13484314168496425,0.3965464465132205,0.3907702944163799
18.939283638200322,0.13349471026811463,0.39438131678120075,0.3949395521813785
19.3365121796883,0.13801592148931635,0.3985509988695396,0.39234162591135574
19.738440879377524,0.1399800232729629,0.39538840861600144,0.3897016172993365
20.13202010940213,0.144778952124909,0.39568723620844415,0.3849092942480414
20.533968986640083,0.13910134615922629,0.3989287610601801,0.390464663163302
20.932028036033802,0.13754000451866352,0.39654371386092857,0.3920509633285458
21.327782002260562,0.13910134615922629,0.3970024813892316,0.3937832722028682
21.729946981045423,0.14158529876921247,0.39511214789452453,0.39053289423329546
22.1241162025949,0.14158529876921247,0.39430122272743,0.3933383352973596
22.523759996665902,0.15372118152085926,0.3969383607595021,0.3833162311405318
22.92203514760652,0.15237275010400964,0.3962975440730587,0.38856489841770747
23.31757301228638,0.15372118152085926,0.3951107970591196,0.39094926004289277
31.21418766020297,0.1656644312129561,0.38923923507114916,0.3885731167424618
32.38831756993211,0.16548931024972888,0.39071858779708163,0.38494363275361915
32.77775875157664,0.16181177002195712,0.38753645919764906,0.38290343098471785
33.16471149116593,0.1556825363090042,0.393476629948008,0.387700696288298
33.56734141570322,0.16181177002195712,0.39253004771961114,0.3781513479408425
33.95852450678641,0.1556825363090042,0.38516710194683473,0.38373169926711015
23.718585449487758,0.15581874150262537,0.3938444673790413,0.39012430285218597
24.10972924938061,0.16181177002195712,0.39496357500796775,0.38819198025755997
24.512398465108237,0.15581874150262537,0.3949959241893403,0.39443534239519257
24.90354226500109,0.16181177002195712,0.394970044844242,0.3907011109343741
25.306211480728717,0.16181177002195712,0.3992588419829727,0.3914044107664923
25.703117988538956,0.16181177002195712,0.40140773236087585,0.3953304151156151
26.11097364139224,0.16316020143880675,0.39905086495567876,0.3950215020217691
26.50924879233286,0.16855392710620531,0.39011634576026416,0.39064250259977995
26.892468868839295,0.16855392710620531,0.3892867089764292,0.3905568371841764
27.291934144241118,0.17236471154512822,0.39108329371329825,0.38632204083934585
27.680481444526258,0.17336975359495405,0.38835267899498055,0.3853315689777849
28.06891539962462,0.1720855331979544,0.39149735492831095,0.38664641591264737
28.465170172610872,0.16694865160995576,0.3930940664558967,0.3910786240763682
